mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;1.400;0.800;0.650;110;1.000;1005258.000;1004832;1005812;334.541;35.500;10;0.994;0.671;0.897;99.369
AC;1.400;1.200;0.450;180;1.000;1005237.000;1004774;1005619;249.834;44.500;10;0.975;0.555;0.849;99.367
AC;1.400;0.800;0.450;145;1.000;1005223.500;1004807;1005773;367.909;48.000;10;0.962;0.510;0.826;99.366
AC;1.400;0.800;0.650;145;1.000;1005258.500;1004958;1005495;199.836;56.000;10;0.994;0.406;0.818;99.369
AC;1.400;0.800;0.650;180;1.000;1005199.000;1004734;1005867;365.346;46.500;10;0.939;0.529;0.816;99.364
AC;1.400;0.800;0.250;180;1.000;1005133.000;1004966;1005598;179.392;38.000;10;0.878;0.639;0.806;99.357
AC;1.400;0.800;0.450;110;1.000;1005264.500;1004745;1005926;369.539;62.500;10;1.000;0.323;0.797;99.370
AC;1.400;0.800;0.450;180;1.000;1005074.000;1004904;1005393;154.012;32.000;10;0.823;0.716;0.791;99.351
AC;1.400;0.800;0.250;145;1.000;1005101.500;1004958;1005572;196.026;43.500;10;0.849;0.568;0.765;99.354
AC;1.400;1.200;0.650;145;1.000;1005049.500;1004671;1005309;205.496;36.500;10;0.801;0.658;0.758;99.349
AC;1.400;0.800;0.250;110;1.000;1005098.000;1004946;1005510;205.836;54.500;10;0.846;0.426;0.720;99.354
AC;1.000;0.800;0.450;145;1.000;1005105.500;1004637;1005213;231.380;56.500;10;0.853;0.400;0.717;99.354
AC;1.000;0.800;0.250;180;1.000;1004928.000;1004618;1005125;187.290;29.500;10;0.688;0.748;0.706;99.337
AC;1.400;1.200;0.450;145;1.000;1005043.500;1004721;1005492;236.300;53.500;10;0.795;0.439;0.688;99.348
AC;1.000;0.400;0.650;110;1.000;1004903.000;1004624;1005147;179.889;33.500;10;0.665;0.697;0.675;99.334
AC;1.000;0.800;0.650;145;1.000;1004878.500;1004577;1005141;182.786;32.000;10;0.642;0.716;0.664;99.332
AC;1.400;1.200;0.650;180;1.000;1005002.500;1004893;1005265;108.515;53.500;10;0.757;0.439;0.662;99.344
AC;1.000;0.800;0.450;180;1.000;1004943.500;1004743;1005154;146.279;49.000;10;0.703;0.497;0.641;99.338
AC;1.000;0.800;0.650;180;1.000;1004881.500;1004715;1005674;287.671;39.000;10;0.645;0.626;0.639;99.332
AC;1.400;1.200;0.650;110;1.000;1005101.000;1004760;1005455;177.266;76.000;10;0.848;0.148;0.638;99.354
AC;1.400;1.200;0.250;180;1.000;1004999.000;1004639;1005217;223.764;60.000;10;0.754;0.355;0.634;99.344
AC;1.400;1.200;0.450;110;1.000;1004955.500;1004767;1005419;224.658;56.000;10;0.714;0.406;0.621;99.339
AC;1.000;0.800;0.650;110;1.000;1004919.000;1004605;1005125;175.437;50.000;10;0.680;0.484;0.621;99.336
AC;1.000;0.400;0.650;180;1.000;1004977.000;1004688;1005461;233.450;61.500;10;0.734;0.335;0.614;99.342
AC;1.400;1.200;0.250;110;1.000;1004967.500;1004872;1005306;171.531;60.000;10;0.725;0.355;0.614;99.341
AC;1.000;0.400;0.250;180;1.000;1004798.500;1004455;1005319;255.875;33.500;10;0.568;0.697;0.607;99.324
AC;1.000;0.800;0.250;145;1.000;1004994.000;1004677;1005354;185.587;69.500;10;0.749;0.232;0.594;99.343
AC;1.400;1.200;0.250;145;1.000;1004890.500;1004612;1005045;162.314;55.000;10;0.653;0.419;0.583;99.333
AC;1.000;1.200;0.250;145;1.000;1004737.500;1004405;1005251;236.010;30.000;10;0.512;0.742;0.581;99.318
AC;1.000;0.400;0.450;180;1.000;1004730.000;1004548;1005410;265.915;34.000;10;0.505;0.690;0.560;99.317
AC;1.000;0.800;0.450;110;1.000;1004747.000;1004605;1005256;232.606;38.500;10;0.520;0.632;0.554;99.319
AC;1.000;0.800;0.250;110;1.000;1004843.500;1004619;1005244;195.795;57.000;10;0.610;0.394;0.545;99.328
AC;1.400;0.400;0.250;110;1.000;1004697.500;1004194;1005280;294.960;33.500;10;0.475;0.697;0.541;99.314
AC;1.400;0.400;0.650;180;1.000;1004545.500;1004271;1005037;240.892;10.000;10;0.334;1.000;0.534;99.299
AC;1.400;0.400;0.650;145;1.000;1004544.500;1004143;1004761;178.794;11.000;10;0.333;0.987;0.529;99.299
AC;1.000;0.400;0.450;145;1.000;1004773.000;1004635;1005078;161.022;52.500;10;0.544;0.452;0.517;99.321
AC;1.400;0.400;0.650;110;1.000;1004541.000;1004211;1005533;392.048;15.500;10;0.329;0.929;0.509;99.298
AC;1.000;0.400;0.650;145;1.000;1004841.000;1004477;1005346;223.621;67.500;10;0.608;0.258;0.503;99.328
AC;1.000;0.400;0.450;110;1.000;1004768.500;1004513;1005364;252.986;56.000;10;0.540;0.406;0.500;99.321
AC;1.400;0.400;0.450;180;1.000;1004499.500;1004281;1004650;121.178;13.000;10;0.291;0.961;0.492;99.294
AC;1.000;0.400;0.250;110;1.000;1004930.500;1004441;1005087;190.646;87.500;10;0.690;0.000;0.483;99.337
AC;0.600;0.800;0.650;110;1.000;1004553.000;1004239;1004879;228.979;24.500;10;0.341;0.813;0.482;99.300
AC;1.000;1.200;0.650;145;1.000;1004532.500;1004333;1004894;182.058;22.000;10;0.322;0.845;0.479;99.298
AC;1.000;1.200;0.450;180;1.000;1004647.500;1004397;1004947;148.263;43.500;10;0.428;0.568;0.470;99.309
