mode;alpha;beta;evaporation;group_size;elite_weight;best_value;best_iteration
AC;0.6;0.4;0.25;110;1.0;1003800;11
AC;0.6;0.4;0.25;110;1.0;1004251;12
AC;0.6;0.4;0.25;110;1.0;1004266;26
AC;0.6;0.4;0.25;110;1.0;1003957;53
AC;0.6;0.4;0.25;110;1.0;1004041;58
AC;0.6;0.4;0.25;110;1.0;1004439;72
AC;0.6;0.4;0.25;110;1.0;1004838;70
AC;0.6;0.4;0.25;145;1.0;1004261;8
AC;0.6;0.4;0.25;110;1.0;1004376;163
AC;0.6;0.4;0.25;110;1.0;1004616;64
AC;0.6;0.4;0.25;145;1.0;1003932;8
AC;0.6;0.4;0.25;110;1.0;1004210;75
AC;0.6;0.4;0.25;145;1.0;1004224;13
AC;0.6;0.4;0.25;145;1.0;1004084;39
AC;0.6;0.4;0.25;145;1.0;1004541;58
AC;0.6;0.4;0.25;145;1.0;1004118;2
AC;0.6;0.4;0.25;145;1.0;1004370;42
AC;0.6;0.4;0.25;145;1.0;1004082;18
AC;0.6;0.4;0.25;145;1.0;1004147;42
AC;0.6;0.4;0.25;145;1.0;1004886;71
AC;0.6;0.4;0.25;180;1.0;1004056;47
AC;0.6;0.4;0.25;180;1.0;1004209;6
AC;0.6;0.4;0.25;180;1.0;1004735;47
AC;0.6;0.4;0.25;180;1.0;1004910;23
AC;0.6;0.4;0.25;180;1.0;1004022;46
AC;0.6;0.4;0.25;180;1.0;1004812;36
AC;0.6;0.4;0.45;110;1.0;1004200;6
AC;0.6;0.4;0.25;180;1.0;1004614;194
AC;0.6;0.4;0.25;180;1.0;1004528;8
AC;0.6;0.4;0.45;110;1.0;1004065;4
AC;0.6;0.4;0.25;180;1.0;1004280;108
AC;0.6;0.4;0.25;180;1.0;1004306;165
AC;0.6;0.4;0.45;110;1.0;1004498;61
AC;0.6;0.4;0.45;110;1.0;1004465;9
AC;0.6;0.4;0.45;110;1.0;1004575;9
AC;0.6;0.4;0.45;110;1.0;1004023;75
AC;0.6;0.4;0.45;110;1.0;1004244;52
AC;0.6;0.4;0.45;110;1.0;1004245;72
AC;0.6;0.4;0.45;110;1.0;1004062;68
AC;0.6;0.4;0.45;110;1.0;1004252;120
AC;0.6;0.4;0.45;145;1.0;1004270;70
AC;0.6;0.4;0.45;145;1.0;1004019;14
