mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;1.500;1.000;0.600;60;1.000;1005145.500;1004676;1005553;321.456;50.000;10;1.000;0.430;0.829;99.358
AC;1.500;1.000;0.600;85;1.000;1004915.500;1004584;1005375;231.065;21.000;10;0.787;0.815;0.795;99.335
AC;1.500;1.000;0.400;85;1.000;1004950.500;1004798;1005232;126.142;28.500;10;0.819;0.715;0.788;99.339
AC;1.500;1.000;0.200;85;1.000;1005042.500;1004734;1005323;204.111;54.500;10;0.905;0.371;0.744;99.348
AC;1.500;1.000;0.400;60;1.000;1004887.500;1004532;1005284;232.339;31.500;10;0.761;0.675;0.735;99.333
AC;1.500;1.000;0.200;60;1.000;1004928.000;1004627;1005249;228.336;43.000;10;0.799;0.523;0.716;99.337
AC;1.100;0.600;0.400;35;1.000;1004988.000;1004334;1005708;363.858;55.500;10;0.854;0.358;0.705;99.343
AC;1.500;1.400;0.600;85;1.000;1004905.500;1004665;1005140;143.602;42.500;10;0.778;0.530;0.703;99.334
AC;1.100;0.600;0.600;85;1.000;1004960.500;1004742;1005240;157.037;52.000;10;0.829;0.404;0.701;99.340
AC;1.100;0.600;0.400;85;1.000;1004844.000;1004624;1005089;152.867;35.000;10;0.721;0.629;0.693;99.328
AC;1.900;1.400;0.600;85;1.000;1004871.000;1004553;1005745;335.506;39.500;10;0.746;0.570;0.693;99.331
AC;1.900;1.400;0.200;85;1.000;1004771.500;1004396;1005334;301.981;24.000;10;0.654;0.775;0.690;99.321
AC;1.100;1.000;0.400;85;1.000;1004872.000;1004427;1005355;271.199;43.000;10;0.747;0.523;0.680;99.331
AC;1.500;1.000;0.600;35;1.000;1004866.500;1004159;1005269;306.433;42.500;10;0.742;0.530;0.678;99.331
AC;1.500;1.000;0.200;35;1.000;1004802.000;1004634;1005130;172.721;33.000;10;0.682;0.656;0.674;99.324
AC;1.500;1.400;0.200;85;1.000;1004892.500;1004477;1005231;235.502;52.500;10;0.766;0.397;0.655;99.333
AC;1.500;0.600;0.200;85;1.000;1004626.000;1004281;1005655;401.555;9.500;10;0.519;0.967;0.653;99.307
AC;1.900;1.400;0.400;35;1.000;1004852.000;1004184;1005448;333.918;46.500;10;0.728;0.477;0.653;99.329
AC;1.900;1.400;0.600;35;1.000;1004682.500;1004198;1005557;384.099;19.000;10;0.571;0.841;0.652;99.312
AC;1.100;0.600;0.600;60;1.000;1004847.500;1004512;1005640;316.675;47.500;10;0.724;0.464;0.646;99.329
AC;1.900;1.000;0.600;35;1.000;1004731.500;1003759;1005745;597.083;29.500;10;0.616;0.702;0.642;99.317
AC;1.100;0.600;0.600;35;1.000;1004756.500;1004576;1005417;293.414;35.000;10;0.640;0.629;0.636;99.320
AC;1.500;1.400;0.400;85;1.000;1004741.000;1004577;1005107;160.390;36.500;10;0.625;0.609;0.620;99.318
AC;1.100;0.600;0.400;60;1.000;1004899.500;1004698;1005587;262.904;64.000;10;0.772;0.245;0.614;99.334
AC;1.100;1.000;0.600;85;1.000;1004812.000;1004530;1004980;163.547;52.500;10;0.691;0.397;0.603;99.325
AC;1.100;1.000;0.600;60;1.000;1004793.000;1004554;1005369;219.255;49.500;10;0.673;0.437;0.603;99.323
AC;1.900;1.400;0.200;35;1.000;1004702.000;1004289;1005364;341.101;35.000;10;0.589;0.629;0.601;99.314
AC;1.900;1.400;0.400;60;1.000;1004807.500;1004674;1005480;235.253;52.500;10;0.687;0.397;0.600;99.325
AC;1.500;1.000;0.400;35;1.000;1004850.500;1004334;1005378;286.701;62.000;10;0.727;0.272;0.590;99.329
AC;1.100;0.600;0.200;85;1.000;1004923.000;1004692;1005426;245.356;74.500;10;0.794;0.106;0.588;99.336
AC;1.500;0.600;0.400;85;1.000;1004504.500;1003960;1005471;413.494;9.000;10;0.406;0.974;0.576;99.295
AC;1.500;1.400;0.200;35;1.000;1004737.000;1004377;1005205;227.545;47.000;10;0.622;0.470;0.576;99.318
AC;1.900;1.400;0.400;85;1.000;1004746.500;1004513;1005724;352.367;51.000;10;0.630;0.417;0.566;99.319
AC;1.900;1.400;0.200;60;1.000;1004601.000;1004420;1004768;120.928;27.500;10;0.496;0.728;0.565;99.304
AC;1.100;1.000;0.200;85;1.000;1004815.000;1004487;1005468;271.112;63.000;10;0.694;0.258;0.563;99.326
AC;1.500;0.600;0.400;60;1.000;1004620.000;1004088;1005358;364.445;31.500;10;0.513;0.675;0.562;99.306
AC;1.100;0.600;0.200;60;1.000;1004813.000;1004612;1005152;182.992;64.500;10;0.692;0.238;0.556;99.325
AC;1.100;1.000;0.200;60;1.000;1004747.500;1004606;1005311;207.129;54.000;10;0.631;0.377;0.555;99.319
AC;1.100;1.000;0.400;60;1.000;1004690.500;1004465;1005156;247.001;48.500;10;0.579;0.450;0.540;99.313
AC;1.500;1.400;0.600;60;1.000;1004553.000;1004428;1005278;262.748;29.000;10;0.451;0.709;0.528;99.300
AC;1.500;0.600;0.400;35;1.000;1004545.000;1003689;1005905;632.185;28.500;10;0.444;0.715;0.525;99.299
AC;1.500;1.400;0.200;60;1.000;1004695.500;1004358;1004897;176.695;53.500;10;0.583;0.384;0.523;99.314
AC;1.100;0.600;0.200;35;1.000;1004772.500;1004303;1005359;314.817;68.000;10;0.654;0.192;0.516;99.321
AC;1.900;0.600;0.200;60;1.000;1004488.500;1003567;1004810;436.982;22.500;10;0.391;0.795;0.512;99.293
AC;1.900;1.000;0.400;35;1.000;1004470.500;1003609;1005140;573.063;21.500;10;0.375;0.808;0.505;99.291
AC;1.500;0.600;0.200;60;1.000;1004412.500;1004073;1005506;511.993;16.000;10;0.321;0.881;0.489;99.286
AC;1.500;1.400;0.400;60;1.000;1004735.000;1004195;1005418;402.208;69.000;10;0.620;0.179;0.487;99.318
AC;1.100;1.000;0.400;35;1.000;1004640.000;1004334;1004943;184.750;55.000;10;0.532;0.364;0.481;99.308
AC;1.500;1.400;0.400;35;1.000;1004545.500;1004403;1004785;127.260;40.500;10;0.444;0.556;0.478;99.299
AC;1.100;1.000;0.200;35;1.000;1004601.000;1004401;1005018;200.281;50.000;10;0.496;0.430;0.476;99.304
AC;1.900;0.600;0.600;85;1.000;1004345.500;1003924;1004693;217.869;8.500;10;0.259;0.980;0.475;99.279
AC;1.900;1.000;0.200;60;1.000;1004477.500;1003816;1005630;549.031;33.500;10;0.381;0.649;0.462;99.292
AC;1.900;0.600;0.400;85;1.000;1004326.000;1003655;1004935;364.660;9.000;10;0.241;0.974;0.461;99.277
AC;1.900;0.600;0.200;35;1.000;1004336.000;1003733;1005040;363.176;15.000;10;0.250;0.894;0.443;99.278
AC;1.900;0.600;0.600;60;1.000;1004275.000;1004086;1004755;245.555;7.000;10;0.194;1.000;0.436;99.272
AC;1.100;1.000;0.600;35;1.000;1004737.500;1004338;1005308;282.953;82.500;10;0.622;0.000;0.435;99.318
