mode;alpha;beta;evaporation;group_size;elite_weight;best_value;best_iteration
AC;1.1;0.6;0.2;35;1.0;1004303;18
AC;1.1;0.6;0.2;35;1.0;1004554;22
AC;1.1;0.6;0.2;35;1.0;1004788;24
AC;1.1;0.6;0.2;35;1.0;1004757;23
AC;1.1;0.6;0.2;35;1.0;1004585;81
AC;1.1;0.6;0.2;35;1.0;1005359;81
AC;1.1;0.6;0.2;35;1.0;1004745;96
AC;1.1;0.6;0.2;35;1.0;1005084;163
AC;1.1;0.6;0.2;35;1.0;1005177;55
AC;1.1;0.6;0.2;35;1.0;1004841;84
AC;1.1;0.6;0.2;60;1.0;1004779;41
AC;1.1;0.6;0.2;60;1.0;1004662;12
AC;1.1;0.6;0.2;60;1.0;1004847;81
AC;1.1;0.6;0.2;60;1.0;1004723;15
AC;1.1;0.6;0.2;60;1.0;1004612;145
AC;1.1;0.6;0.2;60;1.0;1005152;68
AC;1.1;0.6;0.2;60;1.0;1004893;119
AC;1.1;0.6;0.2;60;1.0;1005081;18
AC;1.1;0.6;0.2;60;1.0;1004758;61
AC;1.1;0.6;0.2;60;1.0;1005033;109
AC;1.1;0.6;0.2;85;1.0;1005198;34
AC;1.1;0.6;0.2;85;1.0;1004793;22
AC;1.1;0.6;0.2;85;1.0;1004692;30
AC;1.1;0.6;0.2;85;1.0;1004695;57
AC;1.1;0.6;0.4;35;1.0;1005030;31
AC;1.1;0.6;0.2;85;1.0;1005061;93
AC;1.1;0.6;0.2;85;1.0;1004858;47
AC;1.1;0.6;0.2;85;1.0;1005426;159
AC;1.1;0.6;0.4;35;1.0;1004638;50
AC;1.1;0.6;0.4;35;1.0;1004752;86
AC;1.1;0.6;0.4;35;1.0;1005194;133
AC;1.1;0.6;0.2;85;1.0;1004840;143
AC;1.1;0.6;0.2;85;1.0;1004988;92
AC;1.1;0.6;0.2;85;1.0;1005215;144
AC;1.1;0.6;0.4;35;1.0;1004334;24
AC;1.1;0.6;0.4;35;1.0;1005045;61
AC;1.1;0.6;0.4;35;1.0;1005035;10
AC;1.1;0.6;0.4;35;1.0;1005708;66
AC;1.1;0.6;0.4;35;1.0;1004813;43
AC;1.1;0.6;0.4;35;1.0;1004946;144
AC;1.1;0.6;0.4;60;1.0;1004698;9
AC;1.1;0.6;0.4;60;1.0;1004919;58
AC;1.1;0.6;0.4;60;1.0;1004880;78
AC;1.1;0.6;0.4;60;1.0;1004953;70
AC;1.1;0.6;0.4;60;1.0;1004811;80
AC;1.1;0.6;0.4;60;1.0;1004777;42
AC;1.1;0.6;0.4;60;1.0;1005587;7
AC;1.1;0.6;0.4;60;1.0;1004767;15
AC;1.1;0.6;0.4;60;1.0;1005183;173
AC;1.1;0.6;0.4;60;1.0;1005058;168
AC;1.1;0.6;0.4;85;1.0;1004978;27
AC;1.1;0.6;0.4;85;1.0;1004835;13
AC;1.1;0.6;0.4;85;1.0;1004624;38
AC;1.1;0.6;0.4;85;1.0;1004682;32
AC;1.1;0.6;0.4;85;1.0;1004734;42
AC;1.1;0.6;0.4;85;1.0;1004961;6
AC;1.1;0.6;0.4;85;1.0;1004835;63
AC;1.1;0.6;0.4;85;1.0;1005031;52
AC;1.1;0.6;0.6;35;1.0;1004778;51
AC;1.1;0.6;0.6;35;1.0;1004576;40
AC;1.1;0.6;0.6;35;1.0;1004707;23
AC;1.1;0.6;0.4;85;1.0;1004853;18
AC;1.1;0.6;0.6;35;1.0;1004996;19
AC;1.1;0.6;0.6;35;1.0;1004735;31
AC;1.1;0.6;0.6;35;1.0;1004719;11
