mode;alpha;beta;evaporation;group_size;elite_weight;best_value;best_iteration
AC;1.0;1.0;0.1;20;1.0;1004315;13
AC;1.0;1.0;0.1;20;1.0;1004238;21
AC;1.0;1.0;0.1;20;1.0;1004469;50
AC;1.0;1.0;0.1;20;1.0;1004470;70
AC;1.0;1.0;0.1;20;1.0;1004862;69
AC;1.0;1.0;0.1;20;1.0;1004094;75
AC;1.0;1.0;0.1;20;1.0;1004302;75
AC;1.0;1.0;0.1;20;1.0;1004715;91
AC;1.0;1.0;0.1;20;1.0;1004148;29
AC;1.0;1.0;0.1;20;1.0;1004425;94
AC;1.0;1.0;0.1;50;1.0;1004527;14
AC;1.0;1.0;0.1;50;1.0;1004375;15
AC;1.0;1.0;0.1;50;1.0;1004445;33
AC;1.0;1.0;0.1;50;1.0;1004337;30
AC;1.0;1.0;0.1;50;1.0;1004613;56
AC;1.0;1.0;0.1;50;1.0;1004592;91
AC;1.0;1.0;0.1;50;1.0;1004225;19
AC;1.0;1.0;0.1;50;1.0;1004671;31
AC;1.0;1.0;0.1;50;1.0;1004862;100
AC;1.0;1.0;0.1;80;1.0;1004790;18
AC;1.0;1.0;0.1;80;1.0;1004605;4
AC;1.0;1.0;0.1;50;1.0;1004650;94
AC;1.0;1.0;0.1;80;1.0;1004463;62
AC;1.0;1.0;0.1;80;1.0;1004815;78
AC;1.0;1.0;0.1;80;1.0;1004677;17
AC;1.0;1.0;0.1;80;1.0;1004632;80
AC;1.0;1.0;0.1;80;1.0;1004445;10
AC;1.0;1.0;0.1;80;1.0;1004358;24
AC;1.0;1.0;0.25;20;1.0;1004410;11
AC;1.0;1.0;0.25;20;1.0;1004535;113
AC;1.0;1.0;0.1;80;1.0;1004604;40
AC;1.0;1.0;0.25;20;1.0;1004834;32
AC;1.0;1.0;0.25;20;1.0;1004330;14
AC;1.0;1.0;0.25;20;1.0;1004634;25
AC;1.0;1.0;0.25;20;1.0;1004775;125
AC;1.0;1.0;0.25;20;1.0;1004345;38
AC;1.0;1.0;0.25;20;1.0;1004835;13
AC;1.0;1.0;0.25;20;1.0;1004670;48
AC;1.0;1.0;0.25;20;1.0;1004402;108
AC;1.0;1.0;0.1;80;1.0;1004988;105
AC;1.0;1.0;0.25;50;1.0;1004558;46
AC;1.0;1.0;0.25;50;1.0;1004710;41
AC;1.0;1.0;0.25;50;1.0;1004445;22
AC;1.0;1.0;0.25;50;1.0;1004624;68
AC;1.0;1.0;0.25;50;1.0;1004550;62
AC;1.0;1.0;0.25;50;1.0;1004629;76
AC;1.0;1.0;0.25;50;1.0;1004721;110
AC;1.0;1.0;0.25;50;1.0;1004490;26
AC;1.0;1.0;0.25;50;1.0;1004574;43
AC;1.0;1.0;0.25;50;1.0;1004777;99
AC;1.0;1.0;0.25;80;1.0;1004662;51
AC;1.0;1.0;0.25;80;1.0;1004759;84
AC;1.0;1.0;0.25;80;1.0;1004559;37
AC;1.0;1.0;0.25;80;1.0;1004709;91
AC;1.0;1.0;0.25;80;1.0;1004791;51
AC;1.0;1.0;0.25;80;1.0;1004966;55
AC;1.0;1.0;0.25;80;1.0;1004575;37
AC;1.0;1.0;0.4;20;1.0;1004452;35
AC;1.0;1.0;0.4;20;1.0;1004451;68
AC;1.0;1.0;0.25;80;1.0;1004524;78
AC;1.0;1.0;0.4;20;1.0;1004182;31
AC;1.0;1.0;0.4;20;1.0;1004646;40
AC;1.0;1.0;0.4;20;1.0;1004372;9
AC;1.0;1.0;0.4;20;1.0;1004286;28
AC;1.0;1.0;0.25;80;1.0;1005088;46
AC;1.0;1.0;0.4;20;1.0;1004614;88
AC;1.0;1.0;0.4;20;1.0;1004438;28
AC;1.0;1.0;0.4;20;1.0;1004664;68
AC;1.0;1.0;0.25;80;1.0;1004549;55
AC;1.0;1.0;0.4;20;1.0;1004682;78
AC;1.0;1.0;0.4;50;1.0;1004611;16
AC;1.0;1.0;0.4;50;1.0;1004863;8
AC;1.0;1.0;0.4;50;1.0;1004447;42
AC;1.0;1.0;0.4;50;1.0;1004684;74
AC;1.0;1.0;0.4;50;1.0;1004615;21
AC;1.0;1.0;0.4;50;1.0;1004448;57
AC;1.0;1.0;0.4;50;1.0;1005013;59
AC;1.0;1.0;0.4;50;1.0;1004632;43
AC;1.0;1.0;0.4;50;1.0;1004531;196
AC;1.0;1.0;0.4;80;1.0;1004502;3
AC;1.0;1.0;0.4;80;1.0;1004581;9
AC;1.0;1.0;0.4;50;1.0;1004800;85
AC;1.0;1.0;0.4;80;1.0;1004709;46
AC;1.0;1.0;0.4;80;1.0;1004790;51
AC;1.0;1.5;0.1;20;1.0;1004100;7
AC;1.0;1.0;0.4;80;1.0;1004852;90
AC;1.0;1.5;0.1;20;1.0;1004005;57
AC;1.0;1.0;0.4;80;1.0;1004654;27
AC;1.0;1.0;0.4;80;1.0;1004671;42
AC;1.0;1.0;0.4;80;1.0;1005189;19
AC;1.0;1.5;0.1;20;1.0;1004238;18
AC;1.0;1.0;0.4;80;1.0;1004579;35
AC;1.0;1.5;0.1;20;1.0;1004015;101
AC;1.0;1.5;0.1;20;1.0;1003982;3
AC;1.0;1.5;0.1;20;1.0;1003947;21
AC;1.0;1.5;0.1;20;1.0;1004282;19
AC;1.0;1.5;0.1;20;1.0;1004245;9
AC;1.0;1.5;0.1;20;1.0;1004097;8
AC;1.0;1.5;0.1;20;1.0;1003942;37
AC;1.0;1.0;0.4;80;1.0;1004919;137
AC;1.0;1.5;0.1;50;1.0;1004238;17
AC;1.0;1.5;0.1;50;1.0;1004327;21
AC;1.0;1.5;0.1;50;1.0;1004174;48
AC;1.0;1.5;0.1;50;1.0;1004247;39
AC;1.0;1.5;0.1;50;1.0;1004160;48
AC;1.0;1.5;0.1;50;1.0;1003970;33
AC;1.0;1.5;0.1;50;1.0;1004257;116
AC;1.0;1.5;0.1;50;1.0;1004046;70
AC;1.0;1.5;0.1;50;1.0;1004281;41
AC;1.0;1.5;0.1;50;1.0;1004256;37
AC;1.0;1.5;0.1;80;1.0;1004301;13
AC;1.0;1.5;0.1;80;1.0;1004285;41
AC;1.0;1.5;0.1;80;1.0;1004321;16
AC;1.0;1.5;0.1;80;1.0;1004402;69
AC;1.0;1.5;0.1;80;1.0;1004387;68
AC;1.0;1.5;0.1;80;1.0;1004213;47
AC;1.0;1.5;0.25;20;1.0;1004112;2
AC;1.0;1.5;0.1;80;1.0;1004415;64
AC;1.0;1.5;0.25;20;1.0;1004100;78
AC;1.0;1.5;0.25;20;1.0;1003932;31
AC;1.0;1.5;0.25;20;1.0;1003969;24
AC;1.0;1.5;0.1;80;1.0;1004260;39
AC;1.0;1.5;0.25;20;1.0;1004232;17
AC;1.0;1.5;0.1;80;1.0;1004451;116
AC;1.0;1.5;0.25;20;1.0;1004310;33
AC;1.0;1.5;0.25;20;1.0;1003796;11
AC;1.0;1.5;0.1;80;1.0;1004218;43
AC;1.0;1.5;0.25;20;1.0;1003979;12
AC;1.0;1.5;0.25;20;1.0;1004247;77
AC;1.0;1.5;0.25;20;1.0;1004290;118
AC;1.0;1.5;0.25;50;1.0;1004162;5
AC;1.0;1.5;0.25;50;1.0;1004101;7
AC;1.0;1.5;0.25;50;1.0;1004433;46
AC;1.0;1.5;0.25;50;1.0;1004295;16
AC;1.0;1.5;0.25;50;1.0;1004138;23
AC;1.0;1.5;0.25;50;1.0;1004117;35
AC;1.0;1.5;0.25;50;1.0;1004388;36
AC;1.0;1.5;0.25;50;1.0;1004283;52
AC;1.0;1.5;0.25;50;1.0;1004295;6
AC;1.0;1.5;0.25;50;1.0;1004271;35
AC;1.0;1.5;0.25;80;1.0;1004267;18
AC;1.0;1.5;0.25;80;1.0;1004109;7
AC;1.0;1.5;0.25;80;1.0;1004338;41
AC;1.0;1.5;0.25;80;1.0;1004372;63
AC;1.0;1.5;0.25;80;1.0;1004358;79
AC;1.0;1.5;0.25;80;1.0;1004204;32
AC;1.0;1.5;0.4;20;1.0;1004140;74
AC;1.0;1.5;0.4;20;1.0;1004219;6
AC;1.0;1.5;0.4;20;1.0;1003890;28
AC;1.0;1.5;0.25;80;1.0;1004432;111
AC;1.0;1.5;0.25;80;1.0;1004180;48
AC;1.0;1.5;0.4;20;1.0;1004195;67
AC;1.0;1.5;0.4;20;1.0;1004213;90
AC;1.0;1.5;0.25;80;1.0;1004222;45
AC;1.0;1.5;0.25;80;1.0;1004293;53
AC;1.0;1.5;0.4;20;1.0;1004012;23
AC;1.0;1.5;0.4;20;1.0;1003932;60
AC;1.0;1.5;0.4;20;1.0;1004317;87
AC;1.0;1.5;0.4;20;1.0;1004188;118
AC;1.0;1.5;0.4;20;1.0;1004294;115
AC;1.0;1.5;0.4;50;1.0;1004485;7
AC;1.0;1.5;0.4;50;1.0;1004290;28
AC;1.0;1.5;0.4;50;1.0;1004518;41
AC;1.0;1.5;0.4;50;1.0;1004418;57
AC;1.0;1.5;0.4;50;1.0;1004186;69
AC;1.0;1.5;0.4;50;1.0;1004219;18
AC;1.0;1.5;0.4;50;1.0;1004307;91
AC;1.0;1.5;0.4;50;1.0;1004598;50
AC;1.0;1.5;0.4;50;1.0;1004559;30
AC;1.0;1.5;0.4;50;1.0;1004230;41
AC;1.0;1.5;0.4;80;1.0;1004147;16
AC;1.0;1.5;0.4;80;1.0;1004201;32
AC;1.0;1.5;0.4;80;1.0;1004181;14
AC;1.0;1.5;0.4;80;1.0;1004088;29
AC;1.0;1.5;0.4;80;1.0;1004316;42
AC;1.0;2.0;0.1;20;1.0;1004054;13
AC;1.0;1.5;0.4;80;1.0;1004308;49
AC;1.0;1.5;0.4;80;1.0;1004739;55
AC;1.0;2.0;0.1;20;1.0;1003754;91
AC;1.0;2.0;0.1;20;1.0;1003867;86
AC;1.0;1.5;0.4;80;1.0;1004511;59
AC;1.0;2.0;0.1;20;1.0;1003920;50
AC;1.0;1.5;0.4;80;1.0;1004411;48
AC;1.0;2.0;0.1;20;1.0;1003857;131
AC;1.0;2.0;0.1;20;1.0;1003933;103
AC;1.0;2.0;0.1;20;1.0;1003820;46
