mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;1.000;1.000;0.100;80;1.000;1004618.500;1004358;1004988;190.615;32.000;10;0.643;0.713;0.664;99.306
AC;1.500;1.000;0.100;20;1.000;1004787.000;1004436;1004971;204.658;65.500;10;0.788;0.356;0.658;99.323
AC;2.000;1.500;0.400;80;1.000;1004606.500;1004250;1005287;331.956;36.500;10;0.632;0.665;0.642;99.305
AC;1.000;1.000;0.250;80;1.000;1004685.500;1004524;1005088;188.726;53.000;10;0.700;0.489;0.637;99.313
AC;1.000;1.000;0.250;20;1.000;1004584.500;1004330;1004835;199.674;35.000;10;0.613;0.681;0.634;99.303
AC;2.000;1.500;0.250;20;1.000;1004633.500;1004187;1005128;305.101;45.000;10;0.655;0.574;0.631;99.308
AC;1.500;1.000;0.400;20;1.000;1004625.500;1004265;1005876;552.092;43.500;10;0.649;0.590;0.631;99.307
AC;1.000;1.000;0.100;50;1.000;1004559.500;1004225;1004862;187.608;32.000;10;0.592;0.713;0.628;99.300
AC;2.000;2.000;0.400;80;1.000;1004549.000;1004287;1005136;263.130;34.500;10;0.583;0.686;0.614;99.299
AC;2.000;1.000;0.250;20;1.000;1004427.500;1003539;1005227;471.557;13.000;10;0.478;0.915;0.609;99.287
AC;1.000;1.000;0.400;50;1.000;1004623.500;1004447;1005013;181.954;50.000;10;0.647;0.521;0.609;99.307
AC;2.000;2.000;0.250;50;1.000;1004548.500;1004162;1005009;269.764;36.000;10;0.582;0.670;0.609;99.299
AC;1.000;1.000;0.250;50;1.000;1004599.000;1004445;1004777;105.380;54.000;10;0.626;0.479;0.582;99.304
AC;1.500;1.500;0.400;20;1.000;1004494.000;1004012;1004845;243.574;36.500;10;0.535;0.665;0.574;99.294
AC;1.500;1.500;0.250;50;1.000;1004604.500;1004380;1004906;181.341;62.000;10;0.631;0.394;0.559;99.305
AC;1.500;1.500;0.250;20;1.000;1004419.500;1004156;1005123;296.716;28.500;10;0.471;0.750;0.555;99.286
AC;1.000;1.000;0.400;20;1.000;1004451.500;1004182;1004682;170.505;37.500;10;0.499;0.654;0.546;99.290
AC;2.000;2.000;0.250;80;1.000;1004501.000;1004202;1004940;227.079;47.500;10;0.542;0.548;0.543;99.295
AC;1.500;1.500;0.100;80;1.000;1004362.500;1004273;1004884;200.636;22.500;10;0.422;0.814;0.540;99.281
AC;2.000;1.000;0.100;80;1.000;1004240.000;1003844;1005047;360.027;5.000;10;0.317;1.000;0.522;99.269
AC;1.500;1.500;0.250;80;1.000;1004584.500;1004403;1005040;193.417;71.500;10;0.613;0.293;0.517;99.303
AC;2.000;2.000;0.100;80;1.000;1004385.500;1004185;1004606;122.984;38.000;10;0.442;0.649;0.504;99.283
AC;2.000;1.500;0.100;20;1.000;1004705.000;1004279;1005020;256.380;99.000;10;0.717;0.000;0.502;99.315
AC;2.000;2.000;0.100;50;1.000;1004433.000;1004164;1004606;156.202;50.500;10;0.483;0.516;0.493;99.288
AC;2.000;1.000;0.100;50;1.000;1004256.500;1003650;1006440;805.887;18.000;10;0.331;0.862;0.490;99.270
AC;2.000;1.000;0.400;50;1.000;1004246.500;1003747;1005455;573.344;16.500;10;0.323;0.878;0.489;99.269
AC;2.000;1.000;0.400;20;1.000;1004187.500;1003537;1005343;596.193;7.500;10;0.272;0.973;0.482;99.264
AC;1.000;1.500;0.400;50;1.000;1004362.500;1004186;1004598;152.954;41.000;10;0.422;0.617;0.481;99.281
AC;1.500;1.500;0.400;50;1.000;1004480.500;1004180;1004957;229.755;67.000;10;0.524;0.340;0.469;99.292
AC;1.000;1.500;0.250;50;1.000;1004277.000;1004101;1004433;114.631;29.000;10;0.349;0.745;0.468;99.272
AC;2.000;1.000;0.250;50;1.000;1004472.500;1003820;1005202;511.269;66.500;10;0.517;0.346;0.466;99.292
AC;1.500;1.500;0.100;20;1.000;1004297.500;1004216;1004863;213.649;35.000;10;0.366;0.681;0.461;99.274
AC;2.000;2.000;0.400;50;1.000;1004363.500;1003866;1004908;313.805;51.500;10;0.423;0.505;0.448;99.281
AC;1.000;1.500;0.400;80;1.000;1004312.000;1004088;1004739;194.941;45.000;10;0.379;0.574;0.438;99.276
AC;1.000;1.500;0.100;80;1.000;1004311.000;1004213;1004451;84.431;45.000;10;0.378;0.574;0.437;99.276
AC;2.000;2.000;0.100;20;1.000;1004256.500;1003750;1004724;278.514;36.000;10;0.331;0.670;0.433;99.270
AC;1.500;1.500;0.100;50;1.000;1004498.000;1004213;1004898;189.310;87.500;10;0.539;0.122;0.414;99.294
AC;1.000;1.500;0.250;80;1.000;1004280.000;1004109;1004432;99.818;46.500;10;0.351;0.559;0.414;99.273
AC;1.000;1.500;0.100;50;1.000;1004242.500;1003970;1004327;111.269;40.000;10;0.319;0.628;0.412;99.269
AC;2.000;1.000;0.250;80;1.000;1004139.000;1003711;1005144;443.620;22.500;10;0.230;0.814;0.405;99.259
AC;1.500;2.000;0.250;80;1.000;1004222.000;1004037;1004425;122.038;40.500;10;0.302;0.622;0.398;99.267
AC;1.000;1.000;0.100;20;1.000;1004370.000;1004094;1004862;241.068;69.500;10;0.429;0.314;0.394;99.282
AC;2.000;1.000;0.100;20;1.000;1004197.500;1003960;1005129;348.742;39.000;10;0.280;0.638;0.388;99.265
AC;1.500;2.000;0.100;50;1.000;1004198.500;1003872;1004629;202.531;39.500;10;0.281;0.633;0.387;99.265
AC;2.000;2.000;0.250;20;1.000;1004297.000;1003995;1004908;241.127;58.500;10;0.366;0.431;0.385;99.274
AC;1.500;2.000;0.400;20;1.000;1004128.500;1003847;1004540;217.902;28.000;10;0.221;0.755;0.381;99.258
AC;1.500;2.000;0.100;80;1.000;1004223.000;1003990;1004337;97.515;46.500;10;0.302;0.559;0.379;99.267
AC;1.000;1.500;0.250;20;1.000;1004106.000;1003796;1004310;173.753;27.500;10;0.202;0.761;0.369;99.255
AC;1.000;1.500;0.100;20;1.000;1004056.000;1003942;1004282;128.922;18.500;10;0.159;0.856;0.368;99.251
AC;1.500;2.000;0.400;80;1.000;1004274.000;1004114;1004478;126.974;61.500;10;0.346;0.399;0.362;99.272
AC;1.500;2.000;0.250;20;1.000;1004134.000;1003951;1004399;126.884;36.000;10;0.226;0.670;0.359;99.258
AC;1.500;2.000;0.400;50;1.000;1004228.500;1003885;1004363;163.218;55.000;10;0.307;0.468;0.355;99.268
AC;1.000;2.000;0.250;50;1.000;1004015.000;1003842;1004162;105.065;15.000;10;0.123;0.894;0.354;99.246
AC;2.000;2.000;0.400;20;1.000;1004177.500;1004001;1004427;148.376;46.000;10;0.263;0.564;0.353;99.263
AC;1.500;2.000;0.250;50;1.000;1004162.500;1003860;1004247;126.210;45.000;10;0.250;0.574;0.348;99.261
AC;2.000;1.000;0.400;80;1.000;1004045.500;1003823;1004801;324.919;26.000;10;0.150;0.777;0.338;99.249
AC;1.500;2.000;0.100;20;1.000;1004084.000;1003862;1004200;126.392;34.500;10;0.183;0.686;0.334;99.253
AC;1.000;2.000;0.100;50;1.000;1004089.000;1003878;1004235;110.496;37.500;10;0.187;0.654;0.327;99.254
AC;1.000;2.000;0.250;80;1.000;1004020.500;1003894;1004363;148.662;25.000;10;0.128;0.787;0.326;99.247
AC;1.000;2.000;0.400;50;1.000;1004119.500;1003911;1004294;128.828;44.000;10;0.213;0.585;0.325;99.257
AC;1.000;2.000;0.400;80;1.000;1004088.000;1003964;1004208;81.892;40.500;10;0.186;0.622;0.317;99.254
AC;1.000;2.000;0.100;80;1.000;1004044.000;1003878;1004263;122.001;36.000;10;0.148;0.670;0.305;99.249
AC;1.000;1.500;0.400;20;1.000;1004191.500;1003890;1004317;146.853;70.500;10;0.275;0.303;0.284;99.264
AC;1.000;2.000;0.400;20;1.000;1003880.500;1003705;1004274;176.449;33.000;10;0.008;0.702;0.216;99.233
AC;1.000;2.000;0.250;20;1.000;1003932.000;1003843;1004452;179.445;72.500;10;0.052;0.282;0.121;99.238
AC;1.000;2.000;0.100;20;1.000;1003871.500;1003754;1004054;95.071;88.500;10;0.000;0.112;0.034;99.232
