mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score
EAS;0.500;5.000;0.300;50;1.000;1017548.000;1016780;1017931;352.752;16.000;7;0.381;0.957;0.554
AC;1.000;2.000;0.500;100;1.000;1021471.000;1019334;1021580;819.933;161.000;7;0.715;0.177;0.554
EAS;0.500;5.000;0.300;20;0.500;1017748.000;1016966;1018515;524.375;24.000;7;0.398;0.914;0.553
EAS;0.500;5.000;0.800;50;1.000;1018758.000;1017818;1019143;472.752;62.000;7;0.484;0.710;0.552
EAS;1.000;2.000;0.500;50;1.000;1019312.000;1018817;1020743;739.303;83.000;7;0.531;0.597;0.551
EAS;1.000;2.000;0.800;50;0.500;1019463.000;1017815;1021017;1041.761;89.000;7;0.544;0.565;0.550
EAS;0.250;5.000;0.800;50;0.500;1017713.000;1017115;1018578;539.142;25.000;7;0.395;0.909;0.549
EAS;0.250;5.000;0.500;100;1.000;1017522.000;1016946;1017986;328.664;19.000;7;0.379;0.941;0.548
EAS;0.500;5.000;0.500;50;0.200;1017973.000;1017719;1018720;424.970;37.000;7;0.417;0.844;0.545
EAS;0.500;5.000;0.800;100;0.500;1017998.000;1017419;1018603;418.564;38.000;7;0.420;0.839;0.545
EAS;0.500;5.000;0.500;20;0.500;1017704.000;1017480;1018433;387.155;28.000;7;0.395;0.892;0.544
EAS;0.250;5.000;0.800;50;0.200;1017514.000;1017046;1017752;235.632;21.000;7;0.378;0.930;0.544
EAS;0.500;5.000;0.300;100;0.200;1017701.000;1017522;1018268;273.763;28.000;7;0.394;0.892;0.544
EAS;0.750;5.000;0.300;50;1.000;1018381.000;1017809;1018899;344.586;54.000;7;0.452;0.753;0.542
EAS;0.250;5.000;0.500;100;0.500;1017480.000;1016953;1017773;305.937;21.000;7;0.375;0.930;0.542
EAS;0.250;5.000;0.500;100;0.200;1017282.000;1016860;1018059;381.740;14.000;7;0.359;0.968;0.541
AC;1.000;2.000;0.800;50;1.000;1019011.000;1018458;1020126;629.300;78.000;7;0.506;0.624;0.541
EAS;0.250;5.000;0.300;100;0.200;1017622.000;1017374;1017914;182.631;28.000;7;0.388;0.892;0.539
EAS;0.500;5.000;0.800;20;0.500;1018021.000;1017163;1018593;513.774;43.000;7;0.422;0.812;0.539
EAS;0.500;5.000;0.500;100;1.000;1017661.000;1017458;1018286;282.630;30.000;7;0.391;0.882;0.538
EAS;0.500;5.000;0.300;50;0.500;1017605.000;1017181;1018321;400.795;28.000;7;0.386;0.892;0.538
EAS;0.250;5.000;0.800;100;0.200;1017333.000;1016667;1017630;317.666;18.000;7;0.363;0.946;0.538
EAS;0.250;5.000;0.500;50;1.000;1017456.000;1016546;1018201;583.796;23.000;7;0.373;0.919;0.537
EAS;0.750;5.000;0.500;100;0.500;1018645.000;1018055;1019508;471.181;67.000;7;0.475;0.683;0.537
EAS;0.500;5.000;0.300;100;1.000;1017882.000;1017475;1018179;273.712;39.000;7;0.410;0.833;0.537
EAS;1.000;2.000;0.300;50;0.200;1020400.000;1018730;1021268;1031.126;132.000;7;0.624;0.333;0.537
EAS;0.250;5.000;0.800;50;1.000;1017827.000;1016875;1018478;547.928;37.000;7;0.405;0.844;0.537
EAS;0.500;5.000;0.300;100;0.500;1017921.000;1017189;1019008;572.530;41.000;7;0.413;0.823;0.536
EAS;0.250;5.000;0.800;20;0.500;1017433.000;1017211;1018230;393.897;23.000;7;0.371;0.919;0.536
EAS;0.500;5.000;0.300;20;1.000;1017347.000;1016903;1018102;438.485;20.000;7;0.364;0.935;0.536
EAS;0.500;5.000;0.500;20;1.000;1017559.000;1017422;1018121;241.734;28.000;7;0.382;0.892;0.535
EAS;0.250;5.000;0.300;50;0.500;1017472.000;1017187;1018198;327.957;25.000;7;0.375;0.909;0.535
AC;0.750;5.000;0.500;100;1.000;1018720.000;1018430;1019203;238.215;72.000;7;0.481;0.656;0.533
EAS;0.250;5.000;0.500;50;0.200;1017464.000;1016810;1017819;368.273;26.000;7;0.374;0.903;0.533
EAS;0.500;5.000;0.300;20;0.200;1017122.000;1016135;1018012;567.446;15.000;7;0.345;0.962;0.530
AC;0.250;5.000;0.500;100;1.000;1017490.000;1016943;1018376;469.687;30.000;7;0.376;0.882;0.528
EAS;0.500;5.000;0.500;50;0.500;1017675.000;1017131;1018081;337.676;38.000;7;0.392;0.839;0.526
EAS;1.000;2.000;0.300;100;0.500;1021186.000;1020383;1021433;455.504;168.000;7;0.691;0.140;0.525
AC;0.250;5.000;0.800;50;1.000;1017714.000;1017136;1018282;427.116;40.000;7;0.395;0.828;0.525
EAS;0.500;5.000;0.500;20;0.200;1017548.000;1016527;1018335;616.049;34.000;7;0.381;0.860;0.525
EAS;0.500;5.000;0.800;20;0.200;1018167.000;1017611;1019056;551.779;57.000;7;0.434;0.737;0.525
AC;0.250;5.000;0.800;100;1.000;1017644.000;1017201;1017997;303.806;38.000;7;0.389;0.839;0.524
AC;1.000;2.000;0.800;20;1.000;1017768.000;1016369;1018191;693.127;43.000;7;0.400;0.812;0.524
EAS;0.750;5.000;0.500;100;0.200;1018499.000;1017786;1019024;464.400;70.000;7;0.462;0.667;0.524
EAS;0.250;5.000;0.300;50;1.000;1017371.000;1016437;1018090;549.064;29.000;7;0.366;0.887;0.522
AC;1.000;2.000;0.300;50;1.000;1020882.000;1020396;1021346;332.574;159.000;7;0.665;0.188;0.522
EAS;0.250;5.000;0.300;100;1.000;1017157.000;1016798;1018038;413.762;22.000;7;0.348;0.925;0.521
EAS;0.250;5.000;0.500;20;0.200;1016983.000;1016216;1017994;598.383;16.000;7;0.333;0.957;0.520
EAS;0.250;5.000;0.300;20;0.500;1017158.000;1016738;1018132;523.418;25.000;7;0.348;0.909;0.516
EAS;0.250;5.000;0.500;50;0.500;1017193.000;1016821;1018107;507.502;27.000;7;0.351;0.898;0.515
AC;0.750;5.000;0.300;100;1.000;1018547.000;1018045;1019216;444.049;77.000;7;0.466;0.629;0.515
AC;0.500;5.000;0.800;50;1.000;1018271.000;1018081;1019232;459.475;67.000;7;0.443;0.683;0.515
EAS;1.000;2.000;0.500;20;0.500;1017930.000;1016299;1018728;911.874;56.000;7;0.414;0.742;0.512
AC;0.500;5.000;0.500;100;1.000;1017900.000;1017671;1018520;266.335;56.000;7;0.411;0.742;0.510
EAS;0.250;5.000;0.800;100;1.000;1017493.000;1017158;1018345;508.172;41.000;7;0.377;0.823;0.510
EAS;0.250;5.000;0.300;20;1.000;1017031.000;1016754;1017474;246.922;24.000;7;0.337;0.914;0.510
EAS;0.250;5.000;0.300;50;0.200;1017256.000;1016933;1017677;279.141;35.000;7;0.356;0.855;0.506
AC;0.250;5.000;0.500;20;1.000;1017268.000;1016375;1017870;505.288;36.000;7;0.357;0.849;0.505
EAS;0.250;5.000;0.500;20;0.500;1017453.000;1016430;1018656;793.477;43.000;7;0.373;0.812;0.505
AC;0.500;5.000;0.500;20;1.000;1017922.000;1017629;1018876;479.837;62.000;7;0.413;0.710;0.502
EAS;0.250;5.000;0.800;20;0.200;1017277.000;1016845;1018710;656.251;39.000;7;0.358;0.833;0.501
EAS;1.000;2.000;0.500;100;0.200;1021039.000;1020504;1021638;430.237;178.000;7;0.678;0.086;0.501
AC;0.500;5.000;0.500;50;1.000;1017838.000;1017462;1018048;243.156;60.000;7;0.406;0.720;0.500
EAS;1.000;2.000;0.300;100;1.000;1021218.000;1020509;1021649;403.388;186.000;7;0.694;0.043;0.498
EAS;0.250;5.000;0.500;20;1.000;1016748.000;1016577;1017259;227.536;21.000;7;0.313;0.930;0.498
AC;0.500;5.000;0.300;100;1.000;1017905.000;1017467;1018340;300.756;64.000;7;0.412;0.699;0.498
EAS;0.250;5.000;0.300;20;0.200;1016705.000;1015992;1017266;459.285;20.000;7;0.310;0.935;0.497
AC;0.250;5.000;0.300;100;1.000;1018025.000;1017538;1018542;350.806;69.000;7;0.422;0.672;0.497
AC;0.500;5.000;0.300;50;1.000;1017872.000;1017352;1018000;248.413;64.000;7;0.409;0.699;0.496
AC;0.250;5.000;0.300;20;1.000;1017333.000;1016804;1017835;354.807;45.000;7;0.363;0.801;0.494
EAS;1.000;2.000;0.800;20;0.200;1017842.000;1015005;1018364;1159.321;64.000;7;0.406;0.699;0.494
AC;1.000;2.000;0.500;50;1.000;1019943.000;1018997;1020696;575.604;145.000;7;0.585;0.263;0.489
EAS;1.000;2.000;0.800;20;0.500;1017183.000;1015834;1018362;881.249;44.000;7;0.350;0.806;0.487
EAS;1.000;2.000;0.300;100;0.200;1021204.000;1020228;1021689;515.751;194.000;7;0.692;0.000;0.485
AC;0.250;5.000;0.500;50;1.000;1017387.000;1017155;1018072;377.544;54.000;7;0.368;0.753;0.483
AC;1.000;2.000;0.300;100;1.000;1021017.000;1020492;1021601;447.063;191.000;7;0.676;0.016;0.478
EAS;1.000;2.000;0.300;20;0.200;1018058.000;1017216;1019133;614.808;85.000;7;0.425;0.586;0.473
EAS;1.000;2.000;0.300;20;0.500;1018754.000;1017031;1019876;905.692;112.000;7;0.484;0.441;0.471
AC;0.500;5.000;0.300;20;1.000;1017299.000;1016810;1018340;571.306;59.000;7;0.360;0.726;0.470
EAS;1.000;2.000;0.500;20;0.200;1017833.000;1017352;1019122;685.704;81.000;7;0.406;0.608;0.466
EAS;0.750;2.000;0.800;20;0.200;1016552.000;1015554;1017437;780.232;34.000;7;0.297;0.860;0.466
AC;0.250;5.000;0.300;50;1.000;1017331.000;1017227;1017894;284.628;63.000;7;0.363;0.704;0.465
EAS;0.750;2.000;0.800;20;0.500;1016320.000;1015502;1018164;883.887;26.000;7;0.277;0.903;0.465
AC;1.000;2.000;0.500;20;1.000;1018617.000;1017811;1020365;805.018;112.000;7;0.472;0.441;0.463
EAS;1.000;2.000;0.300;50;1.000;1019733.000;1018900;1021220;934.456;154.000;7;0.567;0.215;0.462
EAS;1.000;2.000;0.500;20;1.000;1017878.000;1017238;1018959;667.579;96.000;7;0.409;0.527;0.445
EAS;0.750;2.000;0.800;50;1.000;1016201.000;1015388;1016925;482.715;35.000;7;0.267;0.855;0.443
EAS;1.000;2.000;0.300;20;1.000;1018665.000;1017732;1019201;555.419;127.000;7;0.476;0.360;0.441
AC;0.500;5.000;0.800;100;1.000;1018227.000;1017779;1019091;494.780;113.000;7;0.439;0.435;0.438
AC;0.750;2.000;0.800;20;1.000;1016710.000;1016353;1017123;283.031;61.000;7;0.310;0.715;0.431
AC;0.250;5.000;0.800;20;1.000;1017681.000;1017120;1018887;664.457;99.000;7;0.393;0.511;0.428
EAS;0.750;2.000;0.500;20;0.200;1015675.000;1014538;1017314;955.160;26.000;7;0.222;0.903;0.426
AC;0.750;2.000;0.800;50;1.000;1016320.000;1015820;1016786;349.059;54.000;7;0.277;0.753;0.420
EAS;0.750;2.000;0.500;20;0.500;1016067.000;1015423;1016840;594.052;48.000;7;0.255;0.785;0.414
EAS;0.750;2.000;0.800;100;1.000;1015848.000;1015147;1016687;493.347;40.000;7;0.237;0.828;0.414
EAS;0.750;2.000;0.800;100;0.500;1016141.000;1015519;1016323;329.396;52.000;7;0.262;0.763;0.412
AC;1.000;2.000;0.300;20;1.000;1018599.000;1018121;1019812;562.049;143.000;7;0.471;0.274;0.412
EAS;1.000;2.000;0.800;20;1.000;1016175.000;1015312;1019167;1538.527;54.000;7;0.264;0.753;0.411
EAS;0.750;2.000;0.800;50;0.500;1016029.000;1015790;1017319;620.644;51.000;7;0.252;0.769;0.407
EAS;0.750;2.000;0.300;20;1.000;1015408.000;1014852;1016812;674.734;30.000;7;0.199;0.882;0.404
AC;0.750;2.000;0.800;100;1.000;1016130.000;1015954;1016940;391.260;57.000;7;0.261;0.737;0.403
EAS;0.750;2.000;0.800;50;0.200;1015802.000;1015519;1016715;396.164;46.000;7;0.233;0.796;0.402
EAS;0.750;2.000;0.800;20;1.000;1016635.000;1014905;1017386;807.630;79.000;7;0.304;0.618;0.398
EAS;0.750;2.000;0.500;100;0.500;1015150.000;1014630;1015961;477.050;27.000;7;0.177;0.898;0.393
EAS;0.750;2.000;0.500;50;0.500;1015272.000;1014735;1016994;850.026;33.000;7;0.188;0.866;0.391
EAS;0.750;2.000;0.500;50;0.200;1015035.000;1014781;1015460;231.778;25.000;7;0.167;0.909;0.390
EAS;0.750;2.000;0.800;100;0.200;1015641.000;1015400;1016692;467.712;48.000;7;0.219;0.785;0.389
EAS;0.750;2.000;0.500;50;1.000;1015435.000;1015021;1017376;804.416;41.000;7;0.201;0.823;0.388
EAS;0.500;2.000;0.500;50;0.500;1014797.000;1014222;1015104;368.856;18.000;7;0.147;0.946;0.387
EAS;0.750;2.000;0.500;20;1.000;1015934.000;1015272;1016821;545.769;60.000;7;0.244;0.720;0.387
EAS;0.500;2.000;0.800;20;0.500;1015462.000;1015192;1016003;309.027;46.000;7;0.204;0.796;0.381
EAS;0.500;2.000;0.800;50;0.500;1014586.000;1014173;1014990;313.576;14.000;7;0.129;0.968;0.381
EAS;0.750;2.000;0.300;100;0.500;1014922.000;1014611;1015287;222.889;27.000;7;0.158;0.898;0.380
EAS;0.750;2.000;0.300;20;0.200;1015090.000;1014227;1016428;652.915;34.000;7;0.172;0.860;0.379
EAS;0.750;2.000;0.300;100;1.000;1014994.000;1014450;1015281;288.017;33.000;7;0.164;0.866;0.374
EAS;0.750;2.000;0.500;100;1.000;1015348.000;1015176;1015939;272.798;47.000;7;0.194;0.790;0.373
EAS;0.500;2.000;0.800;20;0.200;1014776.000;1014276;1015117;308.390;27.000;7;0.145;0.898;0.371
EAS;0.500;2.000;0.800;50;1.000;1014715.000;1013925;1014853;315.570;26.000;7;0.140;0.903;0.369
EAS;0.500;2.000;0.800;100;0.500;1014600.000;1013907;1016087;782.658;22.000;7;0.130;0.925;0.369
EAS;0.750;2.000;0.300;50;0.500;1014980.000;1014325;1015387;350.771;37.000;7;0.163;0.844;0.367
EAS;0.500;2.000;0.800;20;1.000;1014774.000;1014330;1015725;427.716;31.000;7;0.145;0.876;0.365
AC;0.500;2.000;0.500;50;1.000;1014664.000;1014023;1015063;356.488;28.000;7;0.136;0.892;0.363
EAS;0.750;2.000;0.500;100;0.200;1015045.000;1014168;1016280;697.505;43.000;7;0.168;0.812;0.361
EAS;0.500;2.000;0.800;100;1.000;1014435.000;1013946;1014972;317.818;21.000;7;0.116;0.930;0.361
AC;0.750;2.000;0.500;50;1.000;1015891.000;1015494;1016735;429.974;75.000;7;0.240;0.640;0.360
AC;0.500;2.000;0.800;20;1.000;1015612.000;1015167;1016056;294.510;65.000;7;0.217;0.694;0.360
AC;0.500;2.000;0.300;50;1.000;1014439.000;1013809;1014751;302.403;22.000;7;0.117;0.925;0.359
EAS;0.500;2.000;0.800;100;0.200;1014464.000;1014137;1014721;183.420;23.000;7;0.119;0.919;0.359
EAS;0.750;2.000;0.300;20;0.500;1014966.000;1014540;1016180;576.270;43.000;7;0.162;0.812;0.357
EAS;0.500;2.000;0.300;100;0.500;1014417.000;1014125;1014656;229.525;23.000;7;0.115;0.919;0.356
EAS;0.500;2.000;0.500;100;0.500;1014317.000;1013667;1015120;466.404;20.000;7;0.106;0.935;0.355
EAS;0.750;2.000;0.300;50;1.000;1015231.000;1014860;1015788;309.446;54.000;7;0.184;0.753;0.355
EAS;0.500;2.000;0.500;20;0.500;1014360.000;1013511;1015215;582.073;23.000;7;0.110;0.919;0.353
EAS;0.750;2.000;0.300;100;0.200;1014843.000;1014465;1016195;589.987;41.000;7;0.151;0.823;0.353
AC;0.500;2.000;0.800;50;1.000;1014641.000;1014109;1015558;526.952;37.000;7;0.134;0.844;0.347
AC;0.750;2.000;0.300;20;1.000;1015600.000;1014701;1016154;518.343;74.000;7;0.216;0.645;0.344
EAS;0.500;2.000;0.500;100;0.200;1013994.000;1013741;1014613;295.692;15.000;7;0.079;0.962;0.344
EAS;0.250;2.000;0.500;100;0.500;1013907.000;1013419;1014673;474.247;13.000;7;0.071;0.973;0.342
AC;0.500;2.000;0.500;20;1.000;1014472.000;1013611;1015150;506.594;35.000;7;0.120;0.855;0.340
AC;0.750;2.000;0.500;20;1.000;1016448.000;1015921;1017119;473.393;108.000;7;0.288;0.462;0.340
EAS;0.500;2.000;0.500;100;1.000;1014229.000;1014023;1014808;279.447;27.000;7;0.099;0.898;0.339
EAS;0.250;2.000;0.300;100;0.200;1013685.000;1013203;1014489;418.743;8.000;7;0.053;1.000;0.337
AC;0.250;2.000;0.300;100;1.000;1014114.000;1013539;1014835;419.621;24.000;7;0.089;0.914;0.337
AC;0.500;2.000;0.300;100;1.000;1014516.000;1014160;1016160;679.832;41.000;7;0.123;0.823;0.333
EAS;0.500;2.000;0.300;100;0.200;1014073.000;1013399;1014627;460.726;25.000;7;0.086;0.909;0.332
EAS;0.250;2.000;0.800;100;0.500;1013685.000;1013169;1013911;311.527;11.000;7;0.053;0.984;0.332
AC;0.750;2.000;0.300;50;1.000;1015197.000;1014844;1016560;647.084;67.000;7;0.181;0.683;0.332
EAS;0.500;2.000;0.300;50;1.000;1014010.000;1013744;1014753;426.969;24.000;7;0.080;0.914;0.330
EAS;0.750;2.000;0.300;50;0.200;1015057.000;1014527;1015299;263.318;63.000;7;0.169;0.704;0.330
AC;0.750;2.000;0.300;100;1.000;1015406.000;1014911;1015717;277.541;77.000;7;0.199;0.629;0.328
EAS;0.500;2.000;0.500;20;1.000;1014454.000;1014077;1015159;354.561;42.000;7;0.118;0.817;0.328
EAS;0.250;2.000;0.500;100;1.000;1013803.000;1013544;1014242;230.036;18.000;7;0.063;0.946;0.328
EAS;0.250;2.000;0.800;50;0.500;1013830.000;1013550;1014204;229.153;19.000;7;0.065;0.941;0.328
EAS;0.250;2.000;0.800;100;1.000;1013623.000;1013135;1015227;749.452;12.000;7;0.047;0.978;0.327
EAS;0.500;2.000;0.300;20;0.500;1014270.000;1013806;1014610;308.526;36.000;7;0.102;0.849;0.326
EAS;0.500;2.000;0.300;50;0.200;1013617.000;1013356;1014674;544.480;12.000;7;0.047;0.978;0.326
EAS;0.500;2.000;0.300;20;1.000;1013913.000;1013248;1014457;385.995;23.000;7;0.072;0.919;0.326
EAS;0.500;2.000;0.500;50;1.000;1014074.000;1014001;1015382;601.575;29.000;7;0.086;0.887;0.326
EAS;0.250;2.000;0.500;50;1.000;1013690.000;1013156;1014696;612.294;16.000;7;0.053;0.957;0.324
EAS;0.250;2.000;0.300;100;0.500;1013879.000;1013107;1014224;382.364;23.000;7;0.069;0.919;0.324
EAS;0.250;2.000;0.800;20;0.500;1013639.000;1012785;1014223;521.672;16.000;7;0.049;0.957;0.321
EAS;0.250;2.000;0.500;20;0.500;1013474.000;1012693;1013815;398.336;10.000;7;0.035;0.989;0.321
EAS;0.500;2.000;0.300;100;1.000;1014008.000;1013618;1014774;360.428;30.000;7;0.080;0.882;0.321
EAS;0.250;2.000;0.800;20;1.000;1013842.000;1013251;1014593;413.416;24.000;7;0.066;0.914;0.320
AC;0.250;2.000;0.800;50;1.000;1013785.000;1013309;1014248;331.597;22.000;7;0.061;0.925;0.320
EAS;0.500;2.000;0.500;50;0.200;1014394.000;1013688;1014864;398.467;48.000;7;0.113;0.785;0.315
EAS;0.250;2.000;0.300;20;0.500;1013399.000;1012586;1014160;525.472;12.000;7;0.028;0.978;0.313
EAS;0.500;2.000;0.800;50;0.200;1014663.000;1014226;1014893;262.895;59.000;7;0.136;0.726;0.313
EAS;0.500;2.000;0.500;20;0.200;1014036.000;1013205;1014569;425.525;36.000;7;0.082;0.849;0.313
EAS;0.500;2.000;0.300;20;0.200;1014057.000;1013329;1014512;391.163;37.000;7;0.084;0.844;0.312
EAS;0.250;2.000;0.800;20;0.200;1013572.000;1013133;1013959;314.672;20.000;7;0.043;0.935;0.311
EAS;0.250;2.000;0.300;50;0.200;1013398.000;1013008;1014136;374.804;14.000;7;0.028;0.968;0.310
EAS;0.500;2.000;0.300;50;0.500;1013815.000;1013541;1014584;378.328;32.000;7;0.064;0.871;0.306
EAS;0.250;2.000;0.300;100;1.000;1013424.000;1013230;1014205;408.694;18.000;7;0.030;0.946;0.305
AC;0.500;2.000;0.500;100;1.000;1014460.000;1013856;1014998;376.965;57.000;7;0.119;0.737;0.304
AC;0.250;2.000;0.800;20;1.000;1013758.000;1013467;1014606;389.631;32.000;7;0.059;0.871;0.302
EAS;0.250;2.000;0.800;50;0.200;1013442.000;1012969;1014509;562.545;21.000;7;0.032;0.930;0.301
AC;0.250;2.000;0.300;50;1.000;1013332.000;1013211;1013779;191.720;17.000;7;0.023;0.952;0.301
AC;0.500;2.000;0.800;100;1.000;1014654.000;1014409;1015842;480.798;66.000;7;0.135;0.688;0.301
EAS;0.250;2.000;0.500;20;1.000;1013445.000;1012998;1014301;445.694;23.000;7;0.032;0.919;0.298
AC;0.250;2.000;0.500;50;1.000;1013738.000;1013498;1014557;380.867;34.000;7;0.057;0.860;0.298
EAS;0.250;2.000;0.800;50;1.000;1013518.000;1012921;1013670;295.235;27.000;7;0.038;0.898;0.296
EAS;0.250;2.000;0.300;50;0.500;1013615.000;1013340;1014144;268.024;31.000;7;0.047;0.876;0.296
EAS;0.250;2.000;0.300;50;1.000;1013353.000;1012733;1014039;444.744;22.000;7;0.024;0.925;0.294
EAS;0.250;2.000;0.500;50;0.200;1013187.000;1013066;1013454;165.535;16.000;7;0.010;0.957;0.294
EAS;0.250;2.000;0.500;100;0.200;1013851.000;1013193;1014484;384.273;41.000;7;0.067;0.823;0.293
EAS;0.250;2.000;0.800;100;0.200;1013728.000;1013357;1014446;496.135;38.000;7;0.056;0.839;0.291
EAS;0.250;2.000;0.300;20;0.200;1013067.000;1012859;1014315;622.138;15.000;7;0.000;0.962;0.289
EAS;0.250;2.000;0.500;20;0.200;1013395.000;1012549;1014525;658.462;29.000;7;0.028;0.887;0.286
EAS;0.250;2.000;0.500;50;0.500;1013398.000;1012818;1013987;514.365;30.000;7;0.028;0.882;0.284
AC;0.250;2.000;0.500;100;1.000;1014018.000;1013544;1014427;342.542;57.000;7;0.081;0.737;0.278
AC;0.750;2.000;0.500;100;1.000;1015665.000;1015363;1016058;248.957;118.000;7;0.221;0.409;0.277
EAS;0.250;2.000;0.300;20;1.000;1013310.000;1012844;1013839;390.768;34.000;7;0.021;0.860;0.273
AC;0.500;2.000;0.300;20;1.000;1013955.000;1013617;1014978;479.887;60.000;7;0.076;0.720;0.269
AC;0.250;2.000;0.300;20;1.000;1013271.000;1012709;1014048;438.699;39.000;7;0.017;0.833;0.262
AC;0.250;2.000;0.800;100;1.000;1013993.000;1013518;1014392;297.793;70.000;7;0.079;0.667;0.255
AC;0.250;2.000;0.500;20;1.000;1014119.000;1013193;1014901;665.455;76.000;7;0.090;0.634;0.253
