mode;alpha;beta;evaporation;group_size;elite_weight;best_value;best_iteration
AC;1.0;0.6;0.2;45;1.0;1004501;17
AC;1.0;0.6;0.2;45;1.0;1004553;31
AC;1.0;0.6;0.2;45;1.0;1004627;33
AC;1.0;0.6;0.2;45;1.0;1004682;38
AC;1.0;0.6;0.2;45;1.0;1004740;52
AC;1.0;0.6;0.2;45;1.0;1005039;84
AC;1.0;0.6;0.2;45;1.0;1004728;88
AC;1.0;0.6;0.2;45;1.0;1004773;103
AC;1.0;0.6;0.2;45;1.0;1005010;39
AC;1.0;0.6;0.2;45;1.0;1004745;62
AC;1.0;0.6;0.2;70;1.0;1004674;30
AC;1.0;0.6;0.2;70;1.0;1004998;36
AC;1.0;0.6;0.2;70;1.0;1004984;40
AC;1.0;0.6;0.2;70;1.0;1004774;82
AC;1.0;0.6;0.2;70;1.0;1004428;14
AC;1.0;0.6;0.2;70;1.0;1004805;50
AC;1.0;0.6;0.2;70;1.0;1004849;92
AC;1.0;0.6;0.2;70;1.0;1004853;44
AC;1.0;0.6;0.2;70;1.0;1004927;67
AC;1.0;0.6;0.2;95;1.0;1004628;18
AC;1.0;0.6;0.2;70;1.0;1004883;49
AC;1.0;0.6;0.2;95;1.0;1004730;52
AC;1.0;0.6;0.2;95;1.0;1004795;13
AC;1.0;0.6;0.2;95;1.0;1004870;75
AC;1.0;0.6;0.2;95;1.0;1004783;87
AC;1.0;0.6;0.2;95;1.0;1005505;89
AC;1.0;0.6;0.4;45;1.0;1004838;36
AC;1.0;0.6;0.2;95;1.0;1005439;13
AC;1.0;0.6;0.2;95;1.0;1005140;86
AC;1.0;0.6;0.2;95;1.0;1005239;68
AC;1.0;0.6;0.4;45;1.0;1004511;60
AC;1.0;0.6;0.4;45;1.0;1004800;45
AC;1.0;0.6;0.4;45;1.0;1005124;124
AC;1.0;0.6;0.2;95;1.0;1004994;119
AC;1.0;0.6;0.4;45;1.0;1004988;33
AC;1.0;0.6;0.4;45;1.0;1004678;102
