mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
EAS;0.750;5.000;0.800;20;0.200;1005893.000;1005388;1006449;392.197;40.000;7;0.239;0.814;0.412;99.432
EAS;0.250;5.000;0.500;50;1.000;1005631.000;1005264;1005751;167.503;18.000;7;0.188;0.931;0.411;99.406
EAS;0.500;5.000;0.500;20;0.500;1005652.000;1005046;1006485;494.624;20.000;7;0.192;0.920;0.410;99.408
EAS;0.250;5.000;0.800;50;1.000;1005721.000;1005301;1006074;284.343;26.000;7;0.205;0.888;0.410;99.415
AC;0.250;10.000;0.300;50;1.000;1006254.000;1006023;1006615;213.119;72.000;7;0.310;0.644;0.410;99.468
EAS;0.750;5.000;0.300;100;0.500;1005799.000;1005573;1006013;152.058;33.000;7;0.221;0.851;0.410;99.423
EAS;0.500;5.000;0.800;100;1.000;1005658.000;1005297;1005863;189.843;21.000;7;0.193;0.915;0.410;99.409
EAS;0.250;5.000;0.800;100;0.200;1005644.000;1005409;1005884;158.921;20.000;7;0.190;0.920;0.409;99.407
EAS;0.500;5.000;0.800;20;0.200;1005778.000;1005288;1006149;298.928;32.000;7;0.217;0.856;0.409;99.421
AC;0.750;5.000;0.300;20;1.000;1005974.000;1005477;1006217;274.538;49.000;7;0.255;0.766;0.408;99.440
EAS;0.750;5.000;0.500;20;0.200;1005800.000;1005654;1006623;342.823;34.000;7;0.221;0.846;0.408;99.423
AC;0.750;5.000;0.500;100;1.000;1006166.000;1005958;1006348;140.686;66.000;7;0.293;0.676;0.408;99.459
EAS;0.750;5.000;0.300;100;1.000;1005783.000;1005509;1006235;266.766;33.000;7;0.218;0.851;0.408;99.421
EAS;0.250;5.000;0.300;50;1.000;1005572.000;1005337;1006099;267.679;15.000;7;0.176;0.947;0.407;99.400
AC;0.500;5.000;0.300;100;1.000;1005783.000;1005593;1006074;186.040;34.000;7;0.218;0.846;0.406;99.421
EAS;0.750;5.000;0.300;50;0.500;1005794.000;1005504;1005974;154.992;35.000;7;0.220;0.840;0.406;99.422
EAS;0.750;5.000;0.300;100;0.200;1005895.000;1005606;1006323;236.152;44.000;7;0.240;0.793;0.405;99.432
EAS;0.750;5.000;0.800;20;1.000;1006104.000;1005498;1006557;415.491;63.000;7;0.281;0.691;0.404;99.453
EAS;0.750;5.000;0.500;50;1.000;1006022.000;1005672;1006594;328.383;56.000;7;0.265;0.729;0.404;99.445
EAS;0.750;5.000;0.300;50;0.200;1005627.000;1005296;1005785;168.216;22.000;7;0.187;0.910;0.404;99.406
AC;0.250;10.000;0.800;50;1.000;1006208.000;1006006;1006471;165.316;73.000;7;0.301;0.638;0.402;99.463
AC;0.250;5.000;0.300;50;1.000;1005823.000;1005404;1006028;195.941;40.000;7;0.225;0.814;0.402;99.425
EAS;0.250;5.000;0.800;50;0.500;1005728.000;1005603;1005762;66.902;32.000;7;0.207;0.856;0.402;99.416
AC;0.750;5.000;0.300;50;1.000;1005928.000;1005692;1005961;94.528;50.000;7;0.246;0.761;0.400;99.436
AC;0.250;5.000;0.500;20;1.000;1005591.000;1005255;1005935;245.803;21.000;7;0.180;0.915;0.400;99.402
EAS;0.250;5.000;0.300;100;1.000;1005524.000;1005425;1005902;173.809;16.000;7;0.167;0.941;0.399;99.396
EAS;0.500;5.000;0.300;100;1.000;1005636.000;1005215;1005822;189.750;26.000;7;0.189;0.888;0.399;99.407
EAS;0.750;5.000;0.300;50;1.000;1005764.000;1005504;1005937;178.661;38.000;7;0.214;0.824;0.397;99.419
AC;0.250;5.000;0.500;50;1.000;1005682.000;1005479;1005997;172.411;31.000;7;0.198;0.862;0.397;99.411
EAS;0.750;5.000;0.500;20;1.000;1005784.000;1005301;1006194;370.204;40.000;7;0.218;0.814;0.397;99.421
AC;0.750;5.000;0.800;20;1.000;1006241.000;1006121;1006500;149.144;80.000;7;0.308;0.601;0.396;99.467
EAS;0.250;5.000;0.500;100;0.200;1005671.000;1005367;1006114;304.184;31.000;7;0.196;0.862;0.395;99.410
EAS;0.250;5.000;0.500;20;0.500;1005512.000;1005109;1005773;231.707;18.000;7;0.164;0.931;0.394;99.394
AC;1.000;5.000;0.800;20;1.000;1005546.000;1004158;1007028;1056.937;21.000;7;0.171;0.915;0.394;99.398
EAS;0.500;5.000;0.800;50;0.500;1005645.000;1005387;1005814;157.593;30.000;7;0.190;0.867;0.393;99.408
AC;0.500;5.000;0.300;50;1.000;1005760.000;1005371;1006089;270.071;40.000;7;0.213;0.814;0.393;99.419
EAS;0.250;5.000;0.500;100;1.000;1005512.000;1005462;1006026;203.709;19.000;7;0.164;0.926;0.393;99.394
AC;0.500;5.000;0.300;20;1.000;1005771.000;1005179;1005908;284.435;42.000;7;0.215;0.803;0.392;99.420
EAS;1.000;2.000;0.500;50;0.200;1006337.000;1005362;1006558;412.334;91.000;7;0.326;0.543;0.391;99.476
EAS;0.500;5.000;0.800;20;1.000;1005665.000;1005234;1006049;255.915;34.000;7;0.194;0.846;0.390;99.410
EAS;0.750;5.000;0.300;20;0.500;1005570.000;1005211;1005965;265.612;26.000;7;0.176;0.888;0.389;99.400
EAS;1.000;2.000;0.500;100;1.000;1006715.000;1006538;1006920;130.455;125.000;7;0.401;0.362;0.389;99.513
EAS;0.500;5.000;0.500;50;1.000;1005424.000;1005282;1005933;216.515;14.000;7;0.147;0.952;0.389;99.386
EAS;0.500;5.000;0.800;50;0.200;1005479.000;1005358;1006390;418.537;19.000;7;0.158;0.926;0.388;99.391
EAS;0.250;5.000;0.500;50;0.500;1005565.000;1005298;1005890;218.184;27.000;7;0.175;0.883;0.387;99.400
EAS;0.250;5.000;0.300;100;0.500;1005550.000;1005399;1005876;181.518;26.000;7;0.172;0.888;0.387;99.398
EAS;0.250;5.000;0.300;50;0.200;1005686.000;1005467;1006114;242.039;38.000;7;0.199;0.824;0.386;99.412
EAS;0.250;5.000;0.800;100;1.000;1005550.000;1005340;1005741;154.568;27.000;7;0.172;0.883;0.385;99.398
EAS;0.500;5.000;0.300;20;0.500;1005523.000;1005009;1005927;332.987;25.000;7;0.166;0.894;0.385;99.396
EAS;0.250;5.000;0.800;50;0.200;1005343.000;1005312;1005779;174.047;10.000;7;0.131;0.973;0.384;99.378
EAS;0.500;5.000;0.300;50;1.000;1005422.000;1005134;1005809;231.122;17.000;7;0.147;0.936;0.383;99.386
EAS;1.000;2.000;0.800;50;0.200;1006001.000;1005495;1006550;382.317;68.000;7;0.260;0.665;0.382;99.443
EAS;0.750;5.000;0.300;20;1.000;1005765.000;1005616;1006015;166.081;48.000;7;0.214;0.771;0.381;99.419
EAS;0.250;5.000;0.300;20;0.500;1005404.000;1005181;1005589;139.039;17.000;7;0.143;0.936;0.381;99.384
EAS;0.500;5.000;0.800;20;0.500;1005452.000;1005356;1005695;133.497;22.000;7;0.153;0.910;0.380;99.389
AC;0.500;5.000;0.500;20;1.000;1005506.000;1005041;1005745;243.412;28.000;7;0.163;0.878;0.377;99.394
AC;1.000;2.000;0.800;50;1.000;1005998.000;1005108;1007050;599.835;71.000;7;0.260;0.649;0.377;99.442
EAS;0.500;5.000;0.300;20;1.000;1005540.000;1005067;1006134;372.661;32.000;7;0.170;0.856;0.376;99.397
EAS;0.250;5.000;0.800;20;1.000;1005422.000;1005172;1005615;136.816;22.000;7;0.147;0.910;0.376;99.386
AC;0.750;5.000;0.300;100;1.000;1005892.000;1005680;1006079;143.143;63.000;7;0.239;0.691;0.375;99.432
EAS;1.000;2.000;0.300;100;0.200;1006087.000;1004890;1007044;904.641;80.000;7;0.277;0.601;0.374;99.451
AC;0.250;5.000;0.500;100;1.000;1005785.000;1005641;1006230;187.834;54.000;7;0.218;0.739;0.374;99.421
EAS;1.000;2.000;0.500;100;0.500;1006767.000;1006630;1006891;92.688;139.000;7;0.411;0.287;0.374;99.519
EAS;0.250;5.000;0.800;20;0.200;1005290.000;1005086;1006074;366.843;13.000;7;0.121;0.957;0.372;99.373
EAS;1.000;2.000;0.300;100;1.000;1005404.000;1004728;1005793;357.369;23.000;7;0.143;0.904;0.371;99.384
EAS;0.750;2.000;0.800;50;0.500;1005511.000;1004983;1006199;383.970;34.000;7;0.164;0.846;0.369;99.394
EAS;0.500;5.000;0.500;20;1.000;1005646.000;1005333;1006021;230.562;46.000;7;0.191;0.782;0.368;99.408
EAS;0.250;5.000;0.500;20;1.000;1005353.000;1005090;1005868;305.436;21.000;7;0.133;0.915;0.368;99.379
AC;0.500;5.000;0.800;50;1.000;1005812.000;1005515;1006370;261.207;61.000;7;0.223;0.702;0.367;99.424
AC;0.750;2.000;0.300;100;1.000;1005355.000;1004955;1005705;228.061;22.000;7;0.133;0.910;0.366;99.379
EAS;0.250;2.000;0.300;50;0.200;1005184.000;1004927;1005540;194.767;8.000;7;0.100;0.984;0.365;99.362
AC;1.000;2.000;0.500;50;1.000;1006481.000;1005904;1007062;461.056;120.000;7;0.355;0.388;0.365;99.490
EAS;0.250;2.000;0.500;100;0.200;1005266.000;1004739;1005424;260.357;16.000;7;0.116;0.941;0.364;99.370
EAS;1.000;2.000;0.800;50;0.500;1006044.000;1005361;1006491;408.249;84.000;7;0.269;0.580;0.362;99.447
AC;0.250;5.000;0.800;50;1.000;1005709.000;1005474;1005822;116.759;56.000;7;0.203;0.729;0.361;99.414
AC;0.750;2.000;0.300;20;1.000;1005288.000;1004837;1005600;255.554;20.000;7;0.120;0.920;0.360;99.372
EAS;0.500;5.000;0.300;20;0.200;1005452.000;1004926;1005602;250.465;35.000;7;0.153;0.840;0.359;99.389
EAS;0.500;2.000;0.800;100;0.200;1005191.000;1005067;1005652;237.048;13.000;7;0.101;0.957;0.358;99.363
EAS;0.250;2.000;0.500;100;1.000;1005293.000;1004836;1005555;227.394;22.000;7;0.121;0.910;0.358;99.373
EAS;1.000;2.000;0.800;50;1.000;1006150.000;1005292;1006495;421.298;96.000;7;0.290;0.516;0.358;99.458
AC;0.500;5.000;0.500;50;1.000;1005824.000;1005591;1006148;205.624;69.000;7;0.226;0.660;0.356;99.425
AC;1.000;2.000;0.500;100;1.000;1007028.000;1006316;1007650;417.183;173.000;7;0.462;0.106;0.355;99.544
EAS;0.750;2.000;0.300;100;0.200;1005173.000;1004963;1005430;162.694;14.000;7;0.098;0.952;0.354;99.361
EAS;0.250;5.000;0.300;20;1.000;1005482.000;1004890;1006227;414.320;41.000;7;0.158;0.809;0.353;99.391
AC;0.250;2.000;0.500;100;1.000;1005314.000;1005142;1005445;115.261;27.000;7;0.125;0.883;0.353;99.375
EAS;0.250;2.000;0.300;50;1.000;1005274.000;1004917;1005643;269.317;24.000;7;0.118;0.899;0.352;99.371
EAS;0.250;5.000;0.300;20;0.200;1005270.000;1004760;1005642;295.379;24.000;7;0.117;0.899;0.351;99.371
EAS;1.000;2.000;0.500;100;0.200;1006860.000;1006619;1007345;242.823;162.000;7;0.429;0.165;0.350;99.528
EAS;0.250;5.000;0.500;20;0.200;1005509.000;1005011;1005770;316.392;46.000;7;0.164;0.782;0.349;99.394
EAS;0.500;2.000;0.800;100;1.000;1005137.000;1004854;1005458;213.890;14.000;7;0.091;0.952;0.349;99.357
EAS;0.750;2.000;0.300;100;0.500;1005101.000;1004820;1005232;138.610;11.000;7;0.084;0.968;0.349;99.354
AC;0.250;5.000;0.300;20;1.000;1005448.000;1005267;1006015;248.035;41.000;7;0.152;0.809;0.349;99.388
EAS;1.000;2.000;0.500;50;1.000;1005818.000;1004717;1007619;911.571;73.000;7;0.224;0.638;0.349;99.425
EAS;0.500;2.000;0.800;50;0.200;1005250.000;1004929;1005401;164.168;25.000;7;0.113;0.894;0.347;99.369
EAS;0.500;2.000;0.500;100;0.500;1005015.000;1004929;1005492;208.268;5.000;7;0.067;1.000;0.347;99.345
EAS;0.750;2.000;0.800;20;1.000;1005195.000;1004652;1005338;249.896;21.000;7;0.102;0.915;0.346;99.363
EAS;0.500;2.000;0.800;50;1.000;1005194.000;1004860;1005406;203.472;21.000;7;0.102;0.915;0.346;99.363
EAS;0.500;2.000;0.500;50;0.200;1005198.000;1004648;1005645;302.287;22.000;7;0.103;0.910;0.345;99.363
AC;0.250;2.000;0.300;50;1.000;1005244.000;1004995;1005501;190.111;27.000;7;0.112;0.883;0.343;99.368
EAS;0.500;2.000;0.800;50;0.500;1005232.000;1004775;1005573;248.097;26.000;7;0.109;0.888;0.343;99.367
EAS;0.250;2.000;0.500;50;1.000;1005177.000;1004960;1005413;191.924;22.000;7;0.098;0.910;0.342;99.361
EAS;0.750;2.000;0.800;100;1.000;1005277.000;1005037;1005770;290.045;31.000;7;0.118;0.862;0.341;99.371
EAS;0.250;2.000;0.800;50;0.500;1005075.000;1004910;1005379;170.389;14.000;7;0.078;0.952;0.341;99.351
EAS;0.250;5.000;0.800;20;0.500;1005330.000;1005096;1005770;237.816;36.000;7;0.129;0.835;0.341;99.376
EAS;0.250;2.000;0.800;100;0.200;1005091.000;1005010;1005478;161.283;16.000;7;0.082;0.941;0.340;99.353
EAS;0.250;2.000;0.800;100;1.000;1005230.000;1005135;1005642;218.412;28.000;7;0.109;0.878;0.340;99.367
EAS;0.500;2.000;0.500;100;1.000;1005007.000;1004714;1005488;264.260;9.000;7;0.065;0.979;0.339;99.345
AC;0.250;2.000;0.500;50;1.000;1005110.000;1004985;1005215;72.840;18.000;7;0.085;0.931;0.339;99.355
EAS;0.750;2.000;0.300;100;1.000;1005091.000;1005024;1005779;315.681;17.000;7;0.082;0.936;0.338;99.353
EAS;0.250;2.000;0.500;50;0.500;1005205.000;1004665;1005504;277.772;27.000;7;0.104;0.883;0.338;99.364
EAS;0.250;2.000;0.800;100;0.500;1005169.000;1004858;1005343;163.283;24.000;7;0.097;0.899;0.338;99.361
EAS;0.500;2.000;0.300;50;1.000;1005055.000;1004663;1005196;172.152;15.000;7;0.074;0.947;0.336;99.349
EAS;0.750;2.000;0.500;50;1.000;1005123.000;1004885;1005339;152.054;21.000;7;0.088;0.915;0.336;99.356
AC;0.500;2.000;0.300;100;1.000;1005327.000;1005089;1005457;115.556;39.000;7;0.128;0.819;0.335;99.376
EAS;1.000;2.000;0.500;50;0.500;1005777.000;1005094;1006562;467.858;78.000;7;0.216;0.612;0.335;99.421
EAS;0.250;2.000;0.300;100;0.500;1005081.000;1004829;1005334;169.581;18.000;7;0.080;0.931;0.335;99.352
EAS;0.750;2.000;0.500;50;0.200;1005133.000;1004857;1005445;221.028;23.000;7;0.090;0.904;0.334;99.357
AC;0.250;2.000;0.800;100;1.000;1005201.000;1004955;1005745;284.564;29.000;7;0.103;0.872;0.334;99.364
EAS;0.250;2.000;0.300;100;1.000;1005151.000;1004826;1005439;205.564;25.000;7;0.093;0.894;0.333;99.359
EAS;1.000;2.000;0.300;50;0.500;1006342.000;1004684;1006655;721.757;128.000;7;0.327;0.346;0.333;99.476
EAS;0.750;2.000;0.500;100;1.000;1005228.000;1004965;1005642;255.344;33.000;7;0.108;0.851;0.331;99.366
EAS;0.750;2.000;0.500;20;0.200;1005238.000;1004723;1005728;404.570;34.000;7;0.110;0.846;0.331;99.367
EAS;0.750;2.000;0.800;50;1.000;1005286.000;1005063;1005670;217.889;39.000;7;0.120;0.819;0.330;99.372
EAS;0.500;2.000;0.500;50;0.500;1005119.000;1004975;1005394;175.792;25.000;7;0.087;0.894;0.329;99.356
EAS;0.750;2.000;0.300;50;1.000;1005188.000;1004908;1005477;242.360;31.000;7;0.101;0.862;0.329;99.362
EAS;0.500;2.000;0.500;100;0.200;1004964.000;1004726;1005296;207.109;12.000;7;0.057;0.963;0.328;99.340
EAS;0.750;2.000;0.800;100;0.500;1005125.000;1004970;1005425;156.184;26.000;7;0.088;0.888;0.328;99.356
EAS;0.750;2.000;0.800;100;0.200;1005224.000;1005017;1005375;135.541;35.000;7;0.108;0.840;0.328;99.366
EAS;0.500;2.000;0.300;20;1.000;1005119.000;1004732;1005241;189.884;26.000;7;0.087;0.888;0.327;99.356
EAS;0.250;2.000;0.500;50;0.200;1005134.000;1004635;1005704;353.847;28.000;7;0.090;0.878;0.326;99.357
AC;0.250;2.000;0.300;100;1.000;1005237.000;1005033;1005418;157.582;37.000;7;0.110;0.830;0.326;99.367
EAS;0.750;5.000;0.300;20;0.200;1005626.000;1005379;1005895;186.955;71.000;7;0.187;0.649;0.325;99.406
AC;0.750;2.000;0.300;50;1.000;1005274.000;1004827;1005361;185.271;41.000;7;0.118;0.809;0.325;99.371
EAS;0.500;2.000;0.300;100;1.000;1005214.000;1004984;1005414;158.233;37.000;7;0.106;0.830;0.323;99.365
EAS;0.250;2.000;0.500;100;0.500;1005003.000;1004706;1005471;279.233;19.000;7;0.064;0.926;0.323;99.344
EAS;0.500;2.000;0.300;50;0.500;1005065.000;1004828;1005338;177.192;25.000;7;0.076;0.894;0.322;99.350
EAS;0.250;2.000;0.500;20;0.200;1005119.000;1004532;1005245;319.397;30.000;7;0.087;0.867;0.321;99.356
EAS;0.250;2.000;0.800;50;0.200;1004988.000;1004700;1005220;211.466;19.000;7;0.061;0.926;0.321;99.343
EAS;0.500;2.000;0.500;20;0.500;1005041.000;1004486;1005143;246.879;24.000;7;0.072;0.899;0.320;99.348
AC;0.750;2.000;0.800;100;1.000;1005318.000;1005096;1005451;111.201;48.000;7;0.126;0.771;0.320;99.375
EAS;0.500;2.000;0.800;100;0.500;1005004.000;1004740;1005685;344.303;21.000;7;0.064;0.915;0.320;99.344
EAS;0.750;2.000;0.500;20;1.000;1005242.000;1004959;1005610;204.838;42.000;7;0.111;0.803;0.319;99.368
EAS;0.750;2.000;0.800;20;0.500;1005286.000;1004855;1005771;315.733;46.000;7;0.120;0.782;0.318;99.372
EAS;0.750;2.000;0.300;20;0.200;1005100.000;1004608;1005376;259.851;30.000;7;0.083;0.867;0.318;99.354
EAS;0.500;2.000;0.300;50;0.200;1004953.000;1004764;1005333;198.001;18.000;7;0.054;0.931;0.317;99.339
EAS;0.500;2.000;0.800;20;0.500;1005091.000;1004742;1005682;306.624;30.000;7;0.082;0.867;0.317;99.353
EAS;0.750;2.000;0.800;50;0.200;1005264.000;1004940;1005563;184.470;45.000;7;0.116;0.787;0.317;99.370
EAS;1.000;2.000;0.300;50;1.000;1005402.000;1005309;1006966;703.639;57.000;7;0.143;0.723;0.317;99.384
EAS;0.750;2.000;0.500;100;0.500;1005029.000;1004795;1005487;237.469;25.000;7;0.069;0.894;0.317;99.347
EAS;0.500;2.000;0.500;50;1.000;1004993.000;1004672;1005208;199.501;22.000;7;0.062;0.910;0.316;99.343
AC;0.500;2.000;0.800;50;1.000;1005175.000;1004849;1005426;241.814;38.000;7;0.098;0.824;0.316;99.361
EAS;0.250;2.000;0.300;50;0.500;1004999.000;1004706;1005206;185.458;23.000;7;0.063;0.904;0.316;99.344
EAS;0.250;2.000;0.800;50;1.000;1005021.000;1004790;1005184;138.304;25.000;7;0.068;0.894;0.316;99.346
EAS;0.500;2.000;0.300;100;0.500;1005108.000;1004895;1005698;284.745;33.000;7;0.085;0.851;0.315;99.355
EAS;0.750;2.000;0.300;20;0.500;1004922.000;1004512;1005561;420.208;17.000;7;0.048;0.936;0.315;99.336
EAS;1.000;2.000;0.300;50;0.200;1004956.000;1004493;1006254;707.270;20.000;7;0.055;0.920;0.315;99.339
EAS;0.500;2.000;0.300;100;0.200;1005082.000;1004943;1005341;155.841;31.000;7;0.080;0.862;0.314;99.352
AC;0.500;2.000;0.500;20;1.000;1005035.000;1004616;1005356;222.432;27.000;7;0.071;0.883;0.314;99.347
EAS;0.750;2.000;0.500;100;0.200;1005173.000;1004895;1005297;143.705;39.000;7;0.098;0.819;0.314;99.361
EAS;0.750;2.000;0.300;50;0.500;1005091.000;1004706;1005242;180.292;32.000;7;0.082;0.856;0.314;99.353
EAS;0.250;2.000;0.300;100;0.200;1005052.000;1004853;1005403;199.875;29.000;7;0.074;0.872;0.313;99.349
EAS;0.750;2.000;0.500;20;0.500;1005107.000;1004865;1005495;250.809;35.000;7;0.085;0.840;0.311;99.354
EAS;0.500;2.000;0.800;20;1.000;1005095.000;1004594;1005828;387.404;34.000;7;0.082;0.846;0.311;99.353
EAS;0.500;2.000;0.500;20;0.200;1004994.000;1004712;1005108;122.891;26.000;7;0.062;0.888;0.310;99.343
EAS;1.000;2.000;0.500;20;0.200;1005055.000;1004712;1006051;466.886;32.000;7;0.074;0.856;0.309;99.349
EAS;0.750;2.000;0.300;50;0.200;1004968.000;1004734;1005377;220.915;25.000;7;0.057;0.894;0.308;99.341
AC;0.750;2.000;0.500;100;1.000;1005453.000;1005107;1005593;189.111;67.000;7;0.153;0.670;0.308;99.389
EAS;0.500;2.000;0.300;20;0.200;1004825.000;1004666;1005305;229.384;13.000;7;0.029;0.957;0.308;99.327
EAS;0.250;2.000;0.300;20;0.200;1004940.000;1004655;1005171;198.661;24.000;7;0.052;0.899;0.306;99.338
EAS;0.750;2.000;0.500;50;0.500;1005144.000;1004868;1005658;241.474;42.000;7;0.092;0.803;0.305;99.358
EAS;1.000;2.000;0.300;20;1.000;1004929.000;1004212;1005375;386.002;24.000;7;0.050;0.899;0.304;99.337
AC;0.750;5.000;0.500;20;1.000;1006149.000;1005989;1006517;206.897;130.000;7;0.290;0.335;0.303;99.457
EAS;1.000;2.000;0.300;100;0.500;1005289.000;1004905;1006840;856.639;56.000;7;0.120;0.729;0.303;99.372
AC;0.250;2.000;0.500;20;1.000;1004984.000;1004511;1005222;272.922;30.000;7;0.061;0.867;0.302;99.342
EAS;0.250;2.000;0.800;20;1.000;1004907.000;1004607;1005158;190.833;25.000;7;0.045;0.894;0.300;99.335
AC;0.500;2.000;0.300;50;1.000;1005068.000;1004912;1005532;202.547;39.000;7;0.077;0.819;0.300;99.351
EAS;0.250;2.000;0.500;20;0.500;1004879.000;1004508;1005221;278.089;23.000;7;0.040;0.904;0.299;99.332
AC;0.750;2.000;0.500;50;1.000;1005225.000;1005042;1005468;131.360;53.000;7;0.108;0.745;0.299;99.366
EAS;0.750;2.000;0.800;20;0.200;1004897.000;1004514;1005238;243.511;25.000;7;0.043;0.894;0.298;99.334
AC;0.250;2.000;0.800;50;1.000;1005249.000;1004760;1005404;270.382;56.000;7;0.113;0.729;0.297;99.368
EAS;0.750;2.000;0.300;20;1.000;1004851.000;1004702;1005155;186.044;22.000;7;0.034;0.910;0.297;99.329
EAS;0.250;2.000;0.800;20;0.500;1004861.000;1004684;1005263;203.512;24.000;7;0.036;0.899;0.295;99.330
AC;0.500;2.000;0.500;50;1.000;1005073.000;1004865;1005326;145.386;44.000;7;0.078;0.793;0.292;99.351
AC;0.750;2.000;0.500;20;1.000;1005382.000;1004827;1005552;249.435;71.000;7;0.139;0.649;0.292;99.382
EAS;0.250;2.000;0.500;20;1.000;1004938.000;1004607;1005150;177.692;33.000;7;0.051;0.851;0.291;99.338
EAS;0.250;2.000;0.300;20;1.000;1004808.000;1004403;1005031;232.743;22.000;7;0.026;0.910;0.291;99.325
AC;0.250;2.000;0.800;20;1.000;1005045.000;1004438;1005580;393.357;43.000;7;0.073;0.798;0.290;99.348
AC;0.500;2.000;0.500;100;1.000;1005243.000;1004919;1005601;228.620;61.000;7;0.111;0.702;0.289;99.368
EAS;0.500;2.000;0.300;20;0.500;1004829.000;1004638;1005228;219.071;26.000;7;0.030;0.888;0.288;99.327
EAS;0.250;2.000;0.800;20;0.200;1004833.000;1004632;1005537;346.633;29.000;7;0.031;0.872;0.283;99.327
AC;0.500;2.000;0.800;100;1.000;1005423.000;1005050;1005551;183.574;80.000;7;0.147;0.601;0.283;99.386
EAS;0.500;2.000;0.800;20;0.200;1004970.000;1004655;1005455;258.323;42.000;7;0.058;0.803;0.281;99.341
EAS;0.250;2.000;0.300;20;0.500;1004727.000;1004555;1005597;367.987;22.000;7;0.010;0.910;0.280;99.317
AC;1.000;2.000;0.800;20;1.000;1004676.000;1004482;1005484;352.590;22.000;7;0.000;0.910;0.273;99.312
AC;0.750;2.000;0.800;50;1.000;1005534.000;1005050;1006153;385.294;96.000;7;0.169;0.516;0.273;99.397
EAS;0.500;2.000;0.500;20;1.000;1004802.000;1004475;1005482;330.003;35.000;7;0.025;0.840;0.269;99.324
AC;0.750;2.000;0.800;20;1.000;1005403.000;1005043;1005785;254.250;87.000;7;0.143;0.564;0.269;99.384
EAS;1.000;2.000;0.800;20;1.000;1005212.000;1004429;1006185;639.349;71.000;7;0.105;0.649;0.268;99.365
EAS;1.000;2.000;0.500;20;1.000;1004972.000;1004795;1005961;422.562;52.000;7;0.058;0.750;0.266;99.341
AC;0.250;2.000;0.300;20;1.000;1004912.000;1004761;1005395;208.160;47.000;7;0.046;0.777;0.265;99.335
AC;1.000;2.000;0.300;50;1.000;1005945.000;1004996;1006669;574.125;137.000;7;0.249;0.298;0.264;99.437
AC;0.500;2.000;0.300;20;1.000;1004993.000;1004714;1005484;293.896;56.000;7;0.062;0.729;0.262;99.343
AC;1.000;2.000;0.500;20;1.000;1005190.000;1004486;1006414;747.325;78.000;7;0.101;0.612;0.254;99.363
AC;1.000;2.000;0.300;100;1.000;1006518.000;1005292;1006898;527.626;193.000;7;0.362;0.000;0.253;99.494
EAS;1.000;2.000;0.500;20;0.500;1005055.000;1004776;1005802;397.468;68.000;7;0.074;0.665;0.252;99.349
EAS;1.000;2.000;0.300;20;0.200;1004694.000;1003907;1005130;474.633;38.000;7;0.004;0.824;0.250;99.314
EAS;1.000;2.000;0.800;20;0.500;1004916.000;1004429;1006033;580.479;58.000;7;0.047;0.718;0.248;99.336
EAS;1.000;2.000;0.800;20;0.200;1004799.000;1004284;1005586;484.628;50.000;7;0.024;0.761;0.245;99.324
EAS;1.000;2.000;0.300;20;0.500;1004787.000;1004190;1006027;589.659;51.000;7;0.022;0.755;0.242;99.323
AC;0.500;2.000;0.800;20;1.000;1004917.000;1004806;1005131;124.526;81.000;7;0.047;0.596;0.212;99.336
AC;1.000;2.000;0.300;20;1.000;1005847.000;1004924;1006280;421.576;169.000;7;0.230;0.128;0.199;99.428
