mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;1.000;1.000;0.300;75;1.000;1004615.500;1004355;1004881;176.604;69.000;10;0.636;0.352;0.551;99.306
AC;1.500;1.500;0.700;75;1.000;1004598.500;1004380;1005119;269.725;68.000;10;0.624;0.362;0.546;99.304
AC;1.500;1.500;0.300;75;1.000;1004561.000;1004258;1005053;226.888;67.500;10;0.598;0.367;0.529;99.300
AC;1.500;0.500;0.500;45;1.000;1004252.500;1004035;1004740;187.231;17.000;10;0.379;0.874;0.528;99.270
AC;1.000;1.500;0.700;75;1.000;1004309.000;1004149;1004461;94.736;29.500;10;0.419;0.749;0.518;99.276
AC;1.000;1.500;0.700;105;1.000;1004273.000;1004142;1004602;151.361;26.000;10;0.394;0.784;0.511;99.272
AC;2.000;1.000;0.300;45;1.000;1004224.000;1003992;1004659;252.918;19.500;10;0.359;0.849;0.506;99.267
AC;1.000;1.500;0.500;105;1.000;1004311.000;1004212;1004575;102.498;35.500;10;0.421;0.688;0.501;99.276
AC;1.000;1.000;0.500;75;1.000;1004722.500;1004505;1005140;205.188;104.000;10;0.712;0.000;0.499;99.316
AC;1.000;1.500;0.500;75;1.000;1004277.000;1004081;1004508;112.911;31.000;10;0.397;0.734;0.498;99.272
AC;2.000;1.000;0.700;105;1.000;1004118.000;1003712;1004957;361.725;5.000;10;0.284;0.995;0.497;99.257
AC;1.000;1.500;0.700;45;1.000;1004248.000;1004031;1004529;165.957;31.000;10;0.376;0.734;0.483;99.270
AC;2.000;1.000;0.700;75;1.000;1004285.000;1003873;1004782;310.865;39.500;10;0.402;0.648;0.476;99.273
AC;1.000;1.500;0.300;105;1.000;1004350.000;1004116;1004919;218.517;51.500;10;0.448;0.528;0.472;99.280
AC;2.000;1.000;0.300;105;1.000;1004211.000;1003975;1004491;175.692;31.500;10;0.350;0.729;0.463;99.266
AC;2.000;0.500;0.700;45;1.000;1004055.000;1003383;1004728;415.257;7.000;10;0.239;0.975;0.460;99.250
AC;2.000;0.500;0.300;75;1.000;1004061.000;1003683;1004464;250.736;11.000;10;0.243;0.935;0.451;99.251
AC;2.000;0.500;0.500;105;1.000;1004018.500;1003681;1004402;248.029;6.000;10;0.213;0.985;0.445;99.247
AC;2.000;1.000;0.700;45;1.000;1004024.500;1003699;1004891;431.807;9.000;10;0.218;0.955;0.439;99.247
AC;1.000;1.500;0.500;45;1.000;1004267.500;1004145;1004489;123.388;52.000;10;0.390;0.523;0.430;99.271
AC;1.500;0.500;0.700;45;1.000;1004212.500;1003731;1005043;406.844;44.000;10;0.351;0.603;0.426;99.266
AC;1.000;1.500;0.300;75;1.000;1004279.000;1004127;1004425;87.198;60.500;10;0.398;0.437;0.410;99.273
AC;1.000;1.500;0.300;45;1.000;1004263.500;1004104;1004377;76.324;60.000;10;0.387;0.442;0.404;99.271
AC;2.000;1.000;0.500;45;1.000;1004169.000;1003642;1005949;873.281;47.000;10;0.320;0.573;0.396;99.262
AC;2.000;0.500;0.300;105;1.000;1003924.500;1003793;1004218;142.095;7.500;10;0.147;0.970;0.394;99.238
AC;2.000;0.500;0.500;75;1.000;1003891.500;1003360;1004900;501.233;7.000;10;0.123;0.975;0.379;99.234
AC;2.000;0.500;0.700;75;1.000;1003875.000;1003441;1004410;397.690;5.500;10;0.112;0.990;0.375;99.233
AC;2.000;0.500;0.700;105;1.000;1003811.500;1003292;1004246;278.619;5.000;10;0.067;0.995;0.345;99.226
AC;2.000;0.500;0.300;45;1.000;1003771.500;1003593;1004625;319.987;9.500;10;0.038;0.950;0.312;99.222
AC;2.000;0.500;0.500;45;1.000;1003717.500;1003043;1004619;502.474;5.000;10;0.000;0.995;0.298;99.217
