mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;2.000;0.800;0.350;60;1.000;1004253.500;1003806;1004650;272.671;7.000;10;0.136;1.000;0.395;99.270
AC;1.000;1.300;0.350;90;1.000;1004446.000;1004263;1004524;83.591;42.000;10;0.244;0.732;0.391;99.289
AC;1.500;1.300;0.200;60;1.000;1004707.500;1004371;1005038;226.537;88.000;10;0.392;0.379;0.388;99.315
AC;2.000;1.800;0.350;60;1.000;1004493.000;1004297;1004878;179.110;51.500;10;0.271;0.659;0.387;99.294
AC;1.000;1.300;0.500;90;1.000;1004466.000;1004239;1004634;126.071;52.500;10;0.256;0.651;0.374;99.291
AC;1.000;1.300;0.200;90;1.000;1004377.500;1004139;1004722;184.361;39.000;10;0.206;0.755;0.370;99.282
AC;1.500;1.800;0.350;90;1.000;1004517.000;1004215;1004898;191.920;63.000;10;0.284;0.571;0.370;99.296
AC;2.000;1.800;0.200;60;1.000;1004649.500;1004298;1005518;336.488;86.000;10;0.359;0.395;0.370;99.309
AC;2.000;1.800;0.350;30;1.000;1004366.500;1004180;1004766;221.977;37.500;10;0.199;0.766;0.369;99.281
AC;1.000;1.300;0.350;60;1.000;1004308.500;1004074;1004666;164.331;28.000;10;0.167;0.839;0.368;99.275
AC;2.000;0.800;0.500;90;1.000;1004189.500;1003688;1004619;239.904;9.000;10;0.099;0.985;0.365;99.264
AC;2.000;1.800;0.350;90;1.000;1004411.500;1004292;1004898;202.505;50.500;10;0.225;0.667;0.357;99.286
AC;1.500;1.800;0.500;60;1.000;1004287.000;1004192;1004681;136.907;34.000;10;0.154;0.793;0.346;99.273
AC;2.000;1.800;0.200;30;1.000;1004361.500;1004036;1004960;271.028;47.500;10;0.197;0.690;0.344;99.281
AC;1.000;1.300;0.500;60;1.000;1004313.500;1004105;1005121;272.071;40.000;10;0.169;0.747;0.343;99.276
AC;1.500;1.800;0.500;30;1.000;1004345.000;1004156;1004660;167.232;46.500;10;0.187;0.697;0.340;99.279
AC;2.000;0.800;0.500;30;1.000;1004225.500;1003708;1005056;376.755;26.500;10;0.120;0.851;0.339;99.267
AC;2.000;1.800;0.500;30;1.000;1004364.000;1003684;1004785;308.401;51.000;10;0.198;0.663;0.337;99.281
AC;1.500;1.800;0.200;30;1.000;1004244.000;1004020;1004590;160.738;36.500;10;0.130;0.774;0.323;99.269
AC;1.500;1.800;0.200;90;1.000;1004383.500;1004069;1004891;247.934;60.500;10;0.209;0.590;0.323;99.283
AC;2.000;0.800;0.350;30;1.000;1004096.000;1003688;1004926;413.657;12.500;10;0.047;0.958;0.320;99.254
AC;1.000;1.800;0.350;60;1.000;1004214.000;1004032;1004554;159.242;33.000;10;0.113;0.801;0.320;99.266
AC;2.000;0.800;0.200;30;1.000;1004110.500;1003760;1004445;238.058;17.000;10;0.055;0.923;0.315;99.256
AC;1.500;1.800;0.350;30;1.000;1004323.000;1004125;1004508;130.353;58.500;10;0.175;0.605;0.304;99.277
AC;1.500;1.800;0.350;60;1.000;1004276.500;1004201;1004712;165.113;52.000;10;0.149;0.655;0.301;99.272
AC;1.000;1.300;0.350;30;1.000;1004338.000;1003962;1004701;216.902;64.500;10;0.183;0.559;0.296;99.278
AC;1.000;1.300;0.200;60;1.000;1004389.500;1004180;1004516;94.477;78.000;10;0.212;0.456;0.285;99.283
AC;1.000;1.800;0.350;90;1.000;1004131.000;1003950;1004291;109.572;35.000;10;0.066;0.785;0.282;99.258
AC;1.000;1.800;0.200;90;1.000;1004186.000;1004003;1004419;105.270;46.500;10;0.097;0.697;0.277;99.263
AC;1.000;1.800;0.500;90;1.000;1004227.500;1003992;1004320;101.634;54.000;10;0.121;0.640;0.277;99.267
AC;1.500;1.800;0.200;60;1.000;1004268.000;1004132;1004534;118.933;64.500;10;0.144;0.559;0.268;99.271
AC;1.000;1.800;0.200;60;1.000;1004238.500;1003992;1004417;121.318;64.000;10;0.127;0.563;0.258;99.269
AC;1.000;1.800;0.200;30;1.000;1004029.500;1003830;1004307;167.313;39.500;10;0.009;0.751;0.232;99.248
AC;1.000;1.300;0.500;30;1.000;1004172.000;1004057;1004387;103.553;65.000;10;0.090;0.556;0.229;99.262
AC;1.000;1.800;0.500;60;1.000;1004167.000;1004067;1004379;107.231;64.500;10;0.087;0.559;0.229;99.261
AC;1.000;1.800;0.500;30;1.000;1004130.000;1003899;1004320;130.591;60.500;10;0.066;0.590;0.223;99.258
AC;1.000;1.800;0.350;30;1.000;1004013.500;1003865;1004225;107.847;41.000;10;0.000;0.739;0.222;99.246
