mode;alpha;beta;evaporation;group_size;elite_weight;best_value;best_iteration
AC;1.0;0.8;0.2;30;1.0;1004397;15
AC;1.0;0.8;0.2;30;1.0;1004448;33
AC;1.0;0.8;0.2;30;1.0;1004554;51
AC;1.0;0.8;0.2;30;1.0;1004558;42
AC;1.0;0.8;0.2;30;1.0;1004975;58
AC;1.0;0.8;0.2;30;1.0;1004265;61
AC;1.0;0.8;0.2;30;1.0;1004885;60
AC;1.0;0.8;0.2;30;1.0;1004619;70
AC;1.0;0.8;0.2;30;1.0;1004384;20
AC;1.0;0.8;0.2;30;1.0;1005233;80
AC;1.0;0.8;0.2;60;1.0;1004602;9
AC;1.0;0.8;0.2;60;1.0;1004491;29
AC;1.0;0.8;0.2;60;1.0;1004915;48
AC;1.0;0.8;0.2;60;1.0;1004492;39
AC;1.0;0.8;0.2;60;1.0;1004759;68
AC;1.0;0.8;0.2;60;1.0;1004358;23
AC;1.0;0.8;0.2;60;1.0;1005048;102
AC;1.0;0.8;0.2;60;1.0;1004567;51
AC;1.0;0.8;0.2;60;1.0;1004795;40
AC;1.0;0.8;0.2;60;1.0;1004447;20
AC;1.0;0.8;0.2;90;1.0;1004906;19
AC;1.0;0.8;0.2;90;1.0;1004867;51
AC;1.0;0.8;0.2;90;1.0;1005143;37
AC;1.0;0.8;0.2;90;1.0;1004668;21
AC;1.0;0.8;0.2;90;1.0;1004519;49
AC;1.0;0.8;0.2;90;1.0;1005076;51
AC;1.0;0.8;0.35;30;1.0;1004626;67
AC;1.0;0.8;0.35;30;1.0;1004843;58
AC;1.0;0.8;0.2;90;1.0;1005064;111
AC;1.0;0.8;0.35;30;1.0;1004701;77
AC;1.0;0.8;0.2;90;1.0;1004994;87
AC;1.0;0.8;0.35;30;1.0;1005010;53
AC;1.0;0.8;0.35;30;1.0;1004622;55
AC;1.0;0.8;0.35;30;1.0;1004656;6
AC;1.0;0.8;0.2;90;1.0;1004529;55
AC;1.0;0.8;0.35;30;1.0;1004565;52
AC;1.0;0.8;0.35;30;1.0;1004773;97
AC;1.0;0.8;0.35;30;1.0;1004307;40
AC;1.0;0.8;0.35;30;1.0;1004575;123
AC;1.0;0.8;0.2;90;1.0;1005467;145
AC;1.0;0.8;0.35;60;1.0;1004986;40
AC;1.0;0.8;0.35;60;1.0;1004661;4
AC;1.0;0.8;0.35;60;1.0;1004751;67
