mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;0.500;3.500;0.500;30;1.000;1003688.000;1003660;1003857;58.750;30.500;10;0.383;0.595;0.446;99.214
EAS;0.500;3.500;0.300;30;1.000;1003660.000;1003326;1003688;141.633;26.500;10;0.353;0.661;0.446;99.211
EAS;1.000;3.500;0.100;30;0.500;1003674.000;1003490;1003840;114.472;29.000;10;0.368;0.620;0.444;99.213
EAS;1.000;3.500;0.300;50;0.200;1003660.000;1003571;1003688;41.539;27.000;10;0.353;0.653;0.443;99.211
EAS;0.500;5.000;0.300;10;1.000;1003660.000;1003251;1003688;160.420;27.000;10;0.353;0.653;0.443;99.211
EAS;1.000;5.000;0.100;10;0.200;1003544.500;1003195;1003688;209.672;10.000;10;0.233;0.934;0.443;99.200
AC;0.500;2.000;0.500;50;1.000;1003819.500;1003765;1004231;143.698;50.500;10;0.520;0.264;0.443;99.227
EAS;0.500;3.500;0.100;30;1.000;1003660.000;1003430;1003688;87.418;27.500;10;0.353;0.645;0.441;99.211
AC;1.500;5.000;0.100;50;1.000;1003660.000;1003561;1003833;66.227;27.500;10;0.353;0.645;0.441;99.211
EAS;1.500;3.500;0.500;30;0.500;1003626.000;1003561;1003877;134.487;22.500;10;0.318;0.727;0.441;99.208
AC;1.000;2.000;0.100;10;1.000;1003781.500;1003594;1003983;115.167;45.500;10;0.480;0.347;0.440;99.223
EAS;1.000;3.500;0.500;50;0.500;1003674.000;1003561;1003877;108.113;30.000;10;0.368;0.603;0.439;99.213
EAS;0.500;2.000;0.100;30;0.200;1003558.500;1003497;1003936;155.528;13.000;10;0.248;0.884;0.439;99.201
EAS;0.500;3.500;0.500;50;0.500;1003660.000;1003528;1003688;47.749;28.000;10;0.353;0.636;0.438;99.211
EAS;0.500;2.000;0.100;10;0.200;1003568.000;1003205;1003712;153.071;14.500;10;0.258;0.860;0.438;99.202
AC;0.500;5.000;0.100;30;1.000;1003688.000;1003633;1003688;17.393;32.500;10;0.383;0.562;0.436;99.214
EAS;1.500;5.000;0.300;30;1.000;1003610.500;1003490;1003866;123.366;21.500;10;0.302;0.744;0.434;99.206
AC;1.000;5.000;0.500;10;1.000;1003603.000;1003483;1003688;81.962;20.500;10;0.294;0.760;0.434;99.206
EAS;0.500;5.000;0.100;10;0.200;1003660.000;1002973;1003688;255.434;29.000;10;0.353;0.620;0.433;99.211
EAS;1.500;5.000;0.100;10;0.500;1003561.000;1003195;1003833;174.834;14.500;10;0.250;0.860;0.433;99.202
EAS;1.000;5.000;0.100;30;0.500;1003688.000;1003561;1003688;39.481;33.500;10;0.383;0.545;0.432;99.214
EAS;0.500;3.500;0.500;10;0.500;1003646.500;1003335;1003688;110.998;27.500;10;0.339;0.645;0.431;99.210
AC;1.000;5.000;0.300;30;1.000;1003660.000;1003490;1003688;59.348;29.500;10;0.353;0.612;0.431;99.211
EAS;1.000;3.500;0.100;30;1.000;1003660.000;1003561;1003857;86.768;29.500;10;0.353;0.612;0.431;99.211
EAS;1.500;5.000;0.300;50;0.200;1003576.500;1003561;1003660;48.014;17.500;10;0.266;0.810;0.429;99.203
EAS;1.000;5.000;0.300;10;1.000;1003660.000;1003182;1003688;174.902;30.500;10;0.353;0.595;0.426;99.211
EAS;0.500;3.500;0.500;10;0.200;1003549.500;1003186;1003688;187.943;14.500;10;0.238;0.860;0.425;99.200
AC;1.000;5.000;0.100;10;1.000;1003660.000;1003391;1003688;90.383;31.000;10;0.353;0.587;0.423;99.211
EAS;1.500;3.500;0.300;10;0.200;1003554.500;1003317;1003877;140.397;15.500;10;0.243;0.843;0.423;99.201
EAS;0.500;3.500;0.300;30;0.200;1003666.000;1003550;1003833;70.800;32.000;10;0.360;0.570;0.423;99.212
AC;0.500;2.000;0.100;10;1.000;1003611.500;1003369;1003877;153.429;24.000;10;0.303;0.702;0.423;99.207
EAS;1.500;5.000;0.500;30;0.200;1003561.000;1003561;1003660;36.116;17.500;10;0.250;0.810;0.418;99.202
AC;1.500;5.000;0.300;30;1.000;1003561.000;1003561;1003857;95.367;17.500;10;0.250;0.810;0.418;99.202
EAS;0.500;3.500;0.100;50;1.000;1003688.000;1003633;1003688;17.565;37.500;10;0.383;0.479;0.412;99.214
EAS;1.000;3.500;0.100;10;0.200;1003660.000;1003363;1003878;147.718;33.500;10;0.353;0.545;0.411;99.211
EAS;1.500;3.500;0.300;30;0.200;1003573.500;1003561;1003857;137.741;21.000;10;0.263;0.752;0.410;99.203
AC;1.000;3.500;0.300;30;1.000;1003660.000;1003561;1003877;125.814;34.000;10;0.353;0.537;0.409;99.211
AC;1.500;5.000;0.500;30;1.000;1003561.000;1003561;1003660;47.822;19.500;10;0.250;0.777;0.408;99.202
AC;0.500;2.000;0.100;50;1.000;1003837.500;1003654;1004160;138.594;60.500;10;0.539;0.099;0.407;99.229
EAS;1.000;3.500;0.500;30;0.500;1003597.000;1003483;1003857;140.986;26.000;10;0.288;0.669;0.402;99.205
EAS;0.500;5.000;0.100;10;1.000;1003616.500;1003210;1003688;193.790;29.000;10;0.308;0.620;0.402;99.207
EAS;1.000;3.500;0.500;10;1.000;1003550.500;1003490;1003660;72.622;19.500;10;0.239;0.777;0.401;99.201
EAS;1.500;5.000;0.500;10;1.000;1003610.500;1003483;1003688;86.198;28.500;10;0.302;0.628;0.400;99.206
EAS;0.500;5.000;0.100;10;0.500;1003496.500;1003182;1003688;211.288;12.000;10;0.183;0.901;0.398;99.195
EAS;1.000;3.500;0.500;10;0.200;1003561.000;1003174;1003877;183.513;21.500;10;0.250;0.744;0.398;99.202
EAS;1.000;5.000;0.100;10;1.000;1003610.500;1003195;1003688;199.020;29.000;10;0.302;0.620;0.397;99.206
AC;0.500;3.500;0.500;50;1.000;1003688.000;1003644;1003878;88.278;40.500;10;0.383;0.430;0.397;99.214
EAS;1.500;3.500;0.300;10;1.000;1003561.000;1003363;1003673;87.361;22.000;10;0.250;0.736;0.396;99.202
AC;1.000;3.500;0.500;10;1.000;1003652.500;1003490;1003878;139.226;35.500;10;0.346;0.512;0.396;99.211
EAS;1.500;5.000;0.300;10;0.500;1003561.000;1003306;1003688;125.942;22.500;10;0.250;0.727;0.393;99.202
EAS;1.500;5.000;0.500;10;0.500;1003561.000;1003339;1003660;81.896;22.500;10;0.250;0.727;0.393;99.202
EAS;1.500;3.500;0.100;30;1.000;1003604.000;1003549;1003878;142.128;29.000;10;0.295;0.620;0.393;99.206
EAS;1.500;5.000;0.300;10;0.200;1003571.500;1003277;1003660;116.386;24.500;10;0.261;0.694;0.391;99.203
AC;1.000;3.500;0.100;10;1.000;1003636.000;1003429;1003688;78.193;34.000;10;0.328;0.537;0.391;99.209
AC;0.500;2.000;0.300;30;1.000;1003811.500;1003533;1003983;136.193;60.000;10;0.511;0.107;0.390;99.226
AC;0.500;5.000;0.500;10;1.000;1003688.000;1003660;1003688;11.806;42.500;10;0.383;0.397;0.387;99.214
AC;1.000;3.500;0.100;30;1.000;1003660.000;1003633;1003857;64.026;38.500;10;0.353;0.463;0.386;99.211
EAS;1.500;5.000;0.500;50;0.200;1003561.000;1003490;1003688;61.582;24.000;10;0.250;0.702;0.386;99.202
EAS;1.500;5.000;0.100;10;0.200;1003440.500;1003339;1003688;137.682;6.500;10;0.125;0.992;0.385;99.190
AC;1.000;3.500;0.300;10;1.000;1003637.500;1003387;1003878;150.020;35.500;10;0.330;0.512;0.385;99.209
AC;0.500;5.000;0.300;50;1.000;1003688.000;1003688;1003688;0.000;43.000;10;0.383;0.388;0.384;99.214
EAS;1.000;5.000;0.500;10;0.200;1003440.500;1003005;1003688;211.151;7.000;10;0.125;0.983;0.382;99.190
EAS;1.500;5.000;0.500;50;0.500;1003566.000;1003561;1003878;145.504;25.500;10;0.255;0.678;0.382;99.202
AC;0.500;2.000;0.500;10;1.000;1003820.500;1003587;1003903;118.897;63.000;10;0.521;0.058;0.382;99.227
AC;0.500;5.000;0.300;30;1.000;1003688.000;1003688;1003688;0.000;43.500;10;0.383;0.380;0.382;99.214
EAS;1.000;5.000;0.500;10;1.000;1003561.000;1003363;1003660;120.116;25.000;10;0.250;0.686;0.381;99.202
EAS;1.000;3.500;0.300;10;1.000;1003561.000;1003353;1003660;97.128;25.000;10;0.250;0.686;0.381;99.202
AC;0.500;5.000;0.100;10;1.000;1003660.000;1003214;1003688;163.314;40.000;10;0.353;0.438;0.379;99.211
EAS;1.500;3.500;0.300;10;0.500;1003653.000;1003429;1003878;167.450;39.000;10;0.346;0.455;0.379;99.211
EAS;1.500;3.500;0.100;10;0.500;1003561.000;1003429;1003751;102.750;25.500;10;0.250;0.678;0.378;99.202
EAS;1.500;3.500;0.500;10;0.200;1003545.000;1003472;1003833;107.833;23.500;10;0.234;0.711;0.377;99.200
EAS;0.500;3.500;0.100;10;0.200;1003561.000;1003317;1003688;123.618;27.000;10;0.250;0.653;0.371;99.202
EAS;1.500;3.500;0.100;10;1.000;1003586.500;1003429;1003877;121.002;31.000;10;0.277;0.587;0.370;99.204
EAS;1.000;5.000;0.500;10;0.500;1003479.500;1003210;1003688;173.538;15.500;10;0.165;0.843;0.369;99.194
AC;0.500;5.000;0.500;30;1.000;1003688.000;1003688;1003688;0.000;46.500;10;0.383;0.331;0.367;99.214
EAS;0.500;3.500;0.300;10;1.000;1003490.000;1002838;1003671;241.361;19.000;10;0.176;0.785;0.359;99.195
EAS;1.000;3.500;0.100;10;1.000;1003561.000;1002934;1003688;237.529;29.500;10;0.250;0.612;0.359;99.202
EAS;1.000;3.500;0.300;10;0.200;1003566.000;1003363;1003877;170.161;30.500;10;0.255;0.595;0.357;99.202
EAS;0.500;2.000;0.100;10;1.000;1003590.500;1003320;1003837;147.882;35.000;10;0.281;0.521;0.353;99.205
EAS;1.500;3.500;0.100;10;0.200;1003561.000;1003363;1003866;148.757;31.000;10;0.250;0.587;0.351;99.202
AC;1.500;5.000;0.300;10;1.000;1003561.000;1003490;1003660;47.464;31.000;10;0.250;0.587;0.351;99.202
AC;1.500;3.500;0.300;10;1.000;1003572.000;1003490;1003877;130.921;33.000;10;0.262;0.554;0.349;99.203
EAS;1.000;3.500;0.100;10;0.500;1003486.500;1003321;1003660;102.720;21.000;10;0.173;0.752;0.346;99.194
AC;0.500;3.500;0.300;30;1.000;1003663.500;1003561;1003856;72.329;48.000;10;0.357;0.306;0.342;99.212
EAS;1.500;5.000;0.500;30;0.500;1003561.000;1003561;1003672;44.127;34.000;10;0.250;0.537;0.336;99.202
EAS;0.500;2.000;0.300;10;0.500;1003549.000;1003326;1003816;151.708;32.500;10;0.238;0.562;0.335;99.200
EAS;1.500;5.000;0.500;10;0.200;1003490.000;1003317;1003688;116.911;25.500;10;0.176;0.678;0.327;99.195
EAS;0.500;2.000;0.300;10;0.200;1003453.000;1003181;1003643;154.045;20.500;10;0.138;0.760;0.324;99.191
EAS;1.000;3.500;0.500;10;0.500;1003561.000;1003029;1003878;239.394;37.500;10;0.250;0.479;0.319;99.202
EAS;0.500;2.000;0.500;10;0.200;1003580.000;1003265;1004031;263.402;40.500;10;0.270;0.430;0.318;99.203
EAS;1.500;3.500;0.500;10;0.500;1003561.000;1003390;1003866;166.337;38.000;10;0.250;0.471;0.317;99.202
EAS;1.500;3.500;0.500;10;1.000;1003506.500;1003180;1003660;137.626;30.500;10;0.193;0.595;0.314;99.196
EAS;0.500;5.000;0.500;10;1.000;1003430.000;1003182;1003688;193.856;19.500;10;0.114;0.777;0.313;99.189
AC;0.500;3.500;0.100;10;1.000;1003652.000;1003391;1003688;97.271;52.500;10;0.345;0.231;0.311;99.211
EAS;1.000;3.500;0.300;10;0.500;1003459.500;1003025;1003660;202.729;24.500;10;0.144;0.694;0.309;99.192
EAS;0.500;3.500;0.100;10;0.500;1003449.000;1003009;1003660;215.901;23.000;10;0.133;0.719;0.309;99.191
AC;1.500;3.500;0.500;10;1.000;1003581.500;1003490;1003857;122.932;44.000;10;0.272;0.372;0.302;99.204
AC;0.500;3.500;0.300;10;1.000;1003666.000;1003644;1003688;16.226;59.000;10;0.360;0.124;0.289;99.212
EAS;0.500;3.500;0.300;10;0.200;1003391.000;1003001;1003866;242.659;19.500;10;0.073;0.777;0.284;99.185
EAS;0.500;3.500;0.300;10;0.500;1003366.000;1003055;1003688;239.836;21.000;10;0.047;0.752;0.258;99.182
EAS;0.500;3.500;0.100;10;1.000;1003396.000;1003054;1003561;144.333;27.000;10;0.078;0.653;0.251;99.185
AC;1.500;5.000;0.500;10;1.000;1003561.000;1003490;1003857;97.533;53.000;10;0.250;0.223;0.242;99.202
EAS;0.500;2.000;0.300;10;1.000;1003418.000;1003141;1003941;251.805;32.500;10;0.101;0.562;0.239;99.187
EAS;0.500;5.000;0.500;10;0.200;1003321.000;1003195;1003688;208.511;31.000;10;0.000;0.587;0.176;99.178
