mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;1.700;1.000;0.350;95;1.000;1005745.000;1004853;1006020;411.167;63.500;10;0.974;0.339;0.784;99.417
AC;1.700;1.000;0.500;95;1.000;1005541.000;1004873;1006467;450.558;52.000;10;0.848;0.467;0.733;99.397
AC;1.400;0.700;0.650;95;1.000;1005561.500;1004954;1006330;404.485;55.000;10;0.860;0.433;0.732;99.399
AC;1.400;0.700;0.350;135;1.000;1005786.000;1005128;1006305;475.447;84.500;10;1.000;0.106;0.732;99.422
AC;1.700;1.000;0.650;110;1.000;1005484.000;1004916;1006222;393.995;47.500;10;0.812;0.517;0.723;99.392
AC;1.400;0.700;0.650;135;1.000;1005712.500;1005323;1006148;220.655;78.500;10;0.954;0.172;0.720;99.414
AC;1.400;0.700;0.500;135;1.000;1005602.000;1005143;1006134;308.865;74.500;10;0.886;0.217;0.685;99.403
AC;1.400;0.700;0.500;110;1.000;1005424.500;1005134;1006432;372.345;53.500;10;0.775;0.450;0.678;99.386
AC;1.700;1.000;0.650;95;1.000;1005503.000;1005261;1005996;238.907;64.000;10;0.824;0.333;0.677;99.394
AC;1.700;1.000;0.650;135;1.000;1005550.000;1004939;1006065;373.876;72.000;10;0.853;0.244;0.671;99.398
AC;1.700;1.000;0.350;135;1.000;1005494.500;1004643;1006045;437.276;68.500;10;0.819;0.283;0.658;99.393
AC;1.400;0.700;0.500;95;1.000;1005305.500;1004922;1006184;371.733;46.000;10;0.701;0.533;0.651;99.374
AC;1.400;0.700;0.350;95;1.000;1005603.000;1004832;1005980;343.291;86.000;10;0.886;0.089;0.647;99.403
AC;1.700;1.000;0.500;135;1.000;1005344.000;1005087;1005988;277.979;53.000;10;0.725;0.456;0.644;99.378
AC;1.400;0.700;0.650;110;1.000;1005569.500;1005152;1006232;296.449;88.500;10;0.865;0.061;0.624;99.400
AC;1.700;1.000;0.350;110;1.000;1005566.000;1004864;1006197;401.564;94.000;10;0.863;0.000;0.604;99.400
AC;1.100;0.700;0.500;95;1.000;1005170.000;1004901;1005319;144.452;44.500;10;0.617;0.550;0.597;99.361
AC;1.400;0.700;0.350;110;1.000;1005462.000;1005166;1006138;344.753;83.000;10;0.798;0.122;0.596;99.390
AC;1.400;1.000;0.500;110;1.000;1005034.000;1004744;1005449;227.708;28.000;10;0.532;0.733;0.592;99.347
AC;1.700;1.000;0.500;110;1.000;1005311.500;1005067;1006060;321.435;66.500;10;0.705;0.306;0.585;99.375
AC;1.100;0.700;0.350;95;1.000;1004964.000;1004676;1005451;238.140;22.500;10;0.488;0.794;0.580;99.340
AC;1.400;1.000;0.350;135;1.000;1004991.500;1004593;1005330;236.066;31.000;10;0.506;0.700;0.564;99.343
AC;1.100;0.700;0.650;95;1.000;1005069.000;1004595;1005300;207.079;44.500;10;0.554;0.550;0.553;99.351
AC;1.100;0.700;0.350;135;1.000;1005069.000;1004662;1005317;173.080;48.000;10;0.554;0.511;0.541;99.351
AC;1.100;0.700;0.350;110;1.000;1005109.000;1004714;1005244;182.910;54.000;10;0.579;0.444;0.538;99.355
AC;1.100;0.700;0.500;110;1.000;1005194.000;1004620;1005591;317.506;68.500;10;0.632;0.283;0.527;99.363
AC;1.700;1.300;0.650;95;1.000;1004773.500;1004441;1005308;254.559;17.000;10;0.370;0.856;0.516;99.321
AC;1.400;1.300;0.350;135;1.000;1004985.000;1004672;1005217;171.894;46.500;10;0.502;0.528;0.509;99.342
AC;1.400;1.000;0.650;110;1.000;1004918.500;1004505;1005339;254.818;38.500;10;0.460;0.617;0.507;99.336
AC;1.700;1.300;0.350;135;1.000;1004730.000;1004404;1004991;188.302;16.500;10;0.343;0.861;0.498;99.317
AC;1.100;0.700;0.650;110;1.000;1004981.500;1004815;1005776;294.057;50.500;10;0.499;0.483;0.495;99.342
AC;1.100;1.000;0.650;135;1.000;1004862.500;1004736;1005357;196.357;36.500;10;0.425;0.639;0.489;99.330
AC;1.700;1.300;0.500;95;1.000;1004705.000;1004413;1004827;150.519;17.000;10;0.327;0.856;0.486;99.315
AC;1.400;1.300;0.500;110;1.000;1005070.000;1004696;1005486;264.358;65.000;10;0.554;0.322;0.485;99.351
AC;1.400;1.300;0.500;95;1.000;1004926.000;1004525;1005186;188.803;48.000;10;0.465;0.511;0.479;99.337
AC;1.400;1.000;0.500;135;1.000;1004770.000;1004667;1005072;150.631;29.000;10;0.368;0.722;0.474;99.321
AC;1.400;1.300;0.650;135;1.000;1004813.500;1004486;1005230;253.841;35.000;10;0.395;0.656;0.473;99.325
AC;1.700;1.300;0.350;110;1.000;1004726.000;1004421;1005396;261.595;26.000;10;0.340;0.756;0.465;99.317
AC;1.100;0.700;0.500;135;1.000;1005015.500;1004784;1005286;167.347;65.500;10;0.521;0.317;0.459;99.345
AC;1.400;1.000;0.650;135;1.000;1005074.500;1004759;1005561;246.258;73.500;10;0.557;0.228;0.458;99.351
AC;1.400;1.000;0.500;95;1.000;1004875.000;1004595;1005500;259.072;47.500;10;0.433;0.517;0.458;99.331
AC;1.700;1.300;0.650;110;1.000;1004735.500;1004216;1005198;257.420;32.000;10;0.346;0.689;0.449;99.318
AC;1.100;1.000;0.350;95;1.000;1004847.000;1004597;1005149;190.572;47.000;10;0.416;0.522;0.448;99.329
AC;1.100;1.000;0.500;95;1.000;1004960.000;1004620;1005799;349.073;62.000;10;0.486;0.356;0.447;99.340
AC;1.100;1.000;0.650;95;1.000;1004773.000;1004572;1005413;262.727;38.000;10;0.370;0.622;0.445;99.321
AC;1.700;1.300;0.500;110;1.000;1004551.000;1004302;1004872;206.625;9.500;10;0.231;0.939;0.444;99.299
