mode;alpha;beta;evaporation;group_size;elite_weight;median_value;min_value;max_value;std_value;median_iteration;num_runs;norm_quality;norm_speed;score;pct_optimal
AC;1.000;0.600;0.650;110;1.000;1004834.500;1004581;1005107;175.693;50.000;10;0.447;0.537;0.474;99.327
AC;1.400;1.400;0.650;135;1.000;1004706.000;1004624;1005198;169.638;30.500;10;0.348;0.742;0.466;99.315
AC;1.800;1.400;0.450;135;1.000;1004657.000;1004500;1005002;152.144;23.000;10;0.310;0.821;0.463;99.310
AC;1.000;1.000;0.650;110;1.000;1004759.000;1004571;1005136;145.950;41.500;10;0.388;0.626;0.460;99.320
AC;1.800;1.400;0.650;85;1.000;1004598.000;1004337;1004776;162.909;15.500;10;0.265;0.900;0.455;99.304
AC;1.800;1.400;0.250;135;1.000;1004648.000;1004334;1004804;145.496;25.000;10;0.303;0.800;0.452;99.309
AC;1.000;0.600;0.650;85;1.000;1004854.500;1004669;1005078;124.393;60.500;10;0.462;0.426;0.451;99.329
AC;1.800;1.400;0.650;135;1.000;1004587.000;1004446;1004884;143.625;15.000;10;0.256;0.905;0.451;99.303
AC;1.400;1.400;0.450;85;1.000;1004710.000;1004509;1004904;125.438;36.000;10;0.351;0.684;0.451;99.315
AC;1.800;1.000;0.250;110;1.000;1004833.000;1003945;1005739;520.830;57.000;10;0.445;0.463;0.451;99.327
AC;1.000;1.000;0.250;85;1.000;1004805.500;1004518;1005245;248.933;52.500;10;0.424;0.511;0.450;99.325
AC;1.400;1.400;0.250;135;1.000;1004758.500;1004509;1005069;207.314;44.500;10;0.388;0.595;0.450;99.320
AC;1.400;1.400;0.650;110;1.000;1004740.000;1004320;1005028;203.735;41.500;10;0.374;0.626;0.450;99.318
AC;1.000;1.000;0.450;85;1.000;1004703.000;1004290;1005146;249.475;37.500;10;0.345;0.668;0.442;99.314
AC;1.400;0.600;0.450;85;1.000;1004988.500;1004022;1005941;631.480;87.000;10;0.565;0.147;0.440;99.343
AC;1.000;1.000;0.450;110;1.000;1004624.000;1004470;1004831;122.605;25.500;10;0.285;0.795;0.438;99.307
AC;1.800;1.400;0.250;110;1.000;1004605.000;1004415;1005237;246.025;24.000;10;0.270;0.811;0.432;99.305
AC;1.000;1.000;0.250;135;1.000;1004803.500;1004484;1004921;146.402;61.500;10;0.423;0.416;0.421;99.324
AC;1.800;0.600;0.250;135;1.000;1004474.500;1004312;1005141;237.683;7.500;10;0.170;0.984;0.414;99.292
AC;1.400;1.400;0.450;110;1.000;1004801.000;1004637;1004993;112.958;63.500;10;0.421;0.395;0.413;99.324
AC;1.800;1.000;0.450;110;1.000;1004905.000;1004378;1005323;294.614;82.000;10;0.501;0.200;0.411;99.334
AC;1.400;1.400;0.450;135;1.000;1004781.000;1004651;1005023;119.274;62.000;10;0.405;0.411;0.407;99.322
AC;1.000;0.600;0.250;110;1.000;1004833.500;1004678;1004939;94.459;73.500;10;0.446;0.289;0.399;99.327
AC;1.800;1.400;0.250;85;1.000;1004604.500;1004374;1004946;180.643;34.500;10;0.270;0.700;0.399;99.305
AC;1.400;1.400;0.650;85;1.000;1004739.500;1004545;1005088;199.289;58.000;10;0.373;0.453;0.397;99.318
AC;1.800;0.600;0.250;110;1.000;1004508.500;1004346;1004891;172.923;19.000;10;0.196;0.863;0.396;99.295
AC;1.000;0.600;0.450;85;1.000;1004860.000;1004621;1005344;263.075;80.000;10;0.466;0.221;0.393;99.330
AC;1.000;1.000;0.450;135;1.000;1004675.000;1004513;1004894;126.365;53.000;10;0.324;0.505;0.378;99.312
AC;1.800;0.600;0.250;85;1.000;1004445.500;1003866;1004736;255.078;17.500;10;0.147;0.879;0.367;99.289
AC;1.800;1.000;0.650;85;1.000;1004550.000;1003688;1005667;642.334;36.500;10;0.228;0.679;0.363;99.299
AC;1.800;1.400;0.450;85;1.000;1004608.500;1004203;1005017;239.481;53.500;10;0.273;0.500;0.341;99.305
AC;1.800;1.000;0.450;85;1.000;1004721.500;1003878;1005549;531.866;73.000;10;0.360;0.295;0.340;99.316
AC;1.400;1.400;0.250;110;1.000;1004603.000;1004408;1005017;209.449;53.000;10;0.268;0.505;0.340;99.305
AC;1.800;0.600;0.650;135;1.000;1004323.000;1004032;1004911;278.359;6.000;10;0.053;1.000;0.337;99.277
AC;1.800;0.600;0.450;110;1.000;1004323.500;1003971;1004990;275.458;8.500;10;0.053;0.974;0.330;99.277
AC;1.400;1.400;0.250;85;1.000;1004633.500;1004380;1004999;182.043;62.500;10;0.292;0.405;0.326;99.308
AC;1.800;0.600;0.450;135;1.000;1004322.000;1004165;1004795;184.624;10.000;10;0.052;0.958;0.324;99.277
AC;1.800;0.600;0.650;85;1.000;1004358.000;1004033;1004592;198.956;19.000;10;0.080;0.863;0.315;99.280
AC;1.800;0.600;0.650;110;1.000;1004254.500;1004180;1004811;254.496;7.000;10;0.000;0.989;0.297;99.270
AC;1.000;1.400;0.450;135;1.000;1004354.500;1004161;1004644;153.523;25.500;10;0.077;0.795;0.293;99.280
AC;1.800;0.600;0.450;85;1.000;1004254.000;1004068;1004757;198.447;12.500;10;0.000;0.932;0.279;99.270
AC;1.000;1.400;0.650;85;1.000;1004331.500;1004232;1004441;72.385;28.000;10;0.060;0.768;0.272;99.278
AC;1.000;1.400;0.450;110;1.000;1004370.500;1004255;1004771;152.438;40.500;10;0.090;0.637;0.254;99.282
AC;1.000;1.400;0.250;85;1.000;1004408.000;1004233;1004841;186.875;47.500;10;0.118;0.563;0.252;99.285
AC;1.000;1.400;0.250;110;1.000;1004311.500;1004260;1004480;84.806;33.000;10;0.044;0.716;0.246;99.276
AC;1.000;1.400;0.450;85;1.000;1004339.000;1004195;1004662;165.575;39.500;10;0.065;0.647;0.240;99.278
AC;1.000;1.400;0.650;110;1.000;1004331.500;1004178;1005080;260.755;46.000;10;0.060;0.579;0.215;99.278
AC;1.000;1.400;0.250;135;1.000;1004437.000;1004313;1004814;138.309;68.000;10;0.141;0.347;0.203;99.288
AC;1.000;1.400;0.650;135;1.000;1004468.000;1004275;1004877;177.527;90.500;10;0.165;0.111;0.148;99.291
