mode;alpha;beta;evaporation;group_size;elite_weight;best_value;best_iteration
AC;1.0;0.6;0.25;85;1.0;1004704;10
AC;1.0;0.6;0.25;85;1.0;1004818;12
AC;1.0;0.6;0.25;85;1.0;1004564;19
AC;1.0;0.6;0.25;85;1.0;1004775;19
AC;1.0;0.6;0.25;85;1.0;1005063;48
AC;1.0;0.6;0.25;85;1.0;1005324;68
AC;1.0;0.6;0.25;85;1.0;1005714;86
AC;1.0;0.6;0.25;110;1.0;1004939;11
AC;1.0;0.6;0.25;85;1.0;1004835;50
AC;1.0;0.6;0.25;85;1.0;1005171;142
AC;1.0;0.6;0.25;110;1.0;1004678;64
AC;1.0;0.6;0.25;110;1.0;1004704;30
AC;1.0;0.6;0.25;110;1.0;1004772;26
AC;1.0;0.6;0.25;85;1.0;1004847;158
AC;1.0;0.6;0.25;110;1.0;1004898;37
AC;1.0;0.6;0.25;110;1.0;1004787;96
AC;1.0;0.6;0.25;110;1.0;1004889;92
AC;1.0;0.6;0.25;110;1.0;1004746;83
AC;1.0;0.6;0.25;135;1.0;1004950;37
AC;1.0;0.6;0.25;110;1.0;1004916;112
AC;1.0;0.6;0.25;135;1.0;1005090;58
AC;1.0;0.6;0.25;110;1.0;1004880;129
AC;1.0;0.6;0.25;135;1.0;1004779;16
AC;1.0;0.6;0.25;135;1.0;1004531;52
AC;1.0;0.6;0.25;135;1.0;1004813;62
AC;1.0;0.6;0.25;135;1.0;1005089;77
AC;1.0;0.6;0.45;85;1.0;1004658;15
AC;1.0;0.6;0.25;135;1.0;1004925;110
AC;1.0;0.6;0.25;135;1.0;1005248;71
AC;1.0;0.6;0.25;135;1.0;1004944;86
AC;1.0;0.6;0.25;135;1.0;1005010;77
AC;1.0;0.6;0.45;85;1.0;1004621;32
AC;1.0;0.6;0.45;85;1.0;1004835;124
AC;1.0;0.6;0.45;85;1.0;1004646;14
AC;1.0;0.6;0.45;85;1.0;1005344;93
AC;1.0;0.6;0.45;85;1.0;1004955;124
AC;1.0;0.6;0.45;85;1.0;1004884;67
AC;1.0;0.6;0.45;85;1.0;1004836;34
AC;1.0;0.6;0.45;85;1.0;1005200;132
AC;1.0;0.6;0.45;85;1.0;1005259;167
AC;1.0;0.6;0.45;110;1.0;1004998;62
AC;1.0;0.6;0.45;110;1.0;1004879;14
AC;1.0;0.6;0.45;110;1.0;1005286;87
